"Leading.razor.protein","Gene.names","Protein.names","Label","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"P26443","Glud1","Glutamate dehydrogenase 1, mitochondrial","L",3127463.35838832,3363181.51523668,3691189.10121931,3773763.06532452,3793278.00435296,3918571.1348109,4426423.26726951,4355785.34374526,4191267.41146363,3390917.03736144,3830751.31784009,3558402.21759196,3719125.13328037,3655888.96468732,4408688.45346298,4240296.34095189
"P26443","Glud1","Glutamate dehydrogenase 1, mitochondrial","H",128904.037270837,144418.178649887,139592.304951581,146402.775111905,123778.093329081,109769.63434344,110174.780727832,76094.1540550401,99373.37000364,98079.339927523,116741.882768949,106053.921234605,84234.0677937112,89644.3216775701,82653.583865262,105691.294732966
"P26450","Pik3r1","Phosphatidylinositol 3-kinase regulatory subunit alpha","H",20923.9173121109,12711.9229720695,27361.7621186832,22231.8120286241,20474.459430853,17956.4292526305,16929.8928944573,14790.9244453646,30600.4793097936,21595.2878073908,23982.7709404454,29167.2988526342,16872.0986905451,21799.8563275398,16579.8666551058,13217.7713072951
"P26450","Pik3r1","Phosphatidylinositol 3-kinase regulatory subunit alpha","L",111448.558850627,103446.076017621,124222.083055162,123071.911588099,119568.076622423,120719.094552796,103392.221154159,109811.07966685,133664.269812537,117305.386178002,125057.490149054,114093.835045478,90747.2254072322,105716.910122831,106826.875363425,98102.8778127957
"P26516","Psmd7","26S proteasome non-ATPase regulatory subunit 7","L",1193450.7839969,1198390.41159235,1443235.03263005,1083336.37575782,1194946.82748285,1094666.05649648,1301832.94137717,1195114.64116467,1220858.08660873,1306907.01209903,1318021.39195668,1338629.03170903,1431338.07950083,1090387.57969638,1261425.97496706,1368393.37775078
"P26516","Psmd7","26S proteasome non-ATPase regulatory subunit 7","H",20227.9660955446,21215.9486781002,22075.5126435386,16701.9027209181,22330.6490427811,16049.7619106317,23232.8549230523,10294.1156183073,12917.92254679,20297.546328529,22663.5730179696,24288.5782932218,22699.8961525688,20869.0630665944,20538.1767089502,17604.0918891555
"P26638","Sars","Serine--tRNA ligase, cytoplasmic","L",588890.590357948,733459.778539793,706196.290940871,638863.02681512,713763.080562654,628685.26885983,600573.350331761,608809.524001471,700394.390298019,558676.8744977,647637.726145604,636033.712953996,544296.822782553,607811.342420865,519274.453511022,640453.978195877
"P26638","Sars","Serine--tRNA ligase, cytoplasmic","H",7104.05846567507,4896.5316278569,4874.36023092042,6518.74742952952,6673.03407426141,5331.11144045714,5199.35257646083,4564.20484890376,7493.07073538977,6128.64550515513,7092.85262225774,6541.20970965602,4639.89804298734,4710.66398350562,5122.82141607892,5093.72126264475
"P26645","Marcks","Myristoylated alanine-rich C-kinase substrate","H",141179.155580872,113557.280100318,107898.454595938,115538.173710864,112207.076288685,106024.514345126,128271.810460713,78683.2943652414,107732.257409534,95795.289960158,102040.48241732,88917.2014539598,114014.346259433,103417.865095539,125091.189350949,102446.653197396
"P26645","Marcks","Myristoylated alanine-rich C-kinase substrate","L",41461.3693616333,51938.419370791,38150.098227518,37431.9174357801,47668.4657408656,45145.4988618189,43813.3636925513,40560.4228321534,36001.8074366691,41109.3627653854,50009.0146540988,43062.7054227717,46216.5958726072,47525.9504985298,43322.0815125457,38722.7740946318
"P27046","Man2a1;Man2a2","Alpha-mannosidase 2;Alpha-mannosidase 2x","L",95105.8628377133,106545.223644062,117662.696214751,122943.951993606,119231.27528589,139622.754937143,152328.841445274,147444.069816488,141328.638567837,150536.347243404,149686.639538032,129663.163813112,149016.473493629,170284.066250741,187150.730617525,171142.766694172
"P27046","Man2a1;Man2a2","Alpha-mannosidase 2;Alpha-mannosidase 2x","H",24571.7504879793,29932.2599154461,25783.4843416271,22209.8627551162,19926.2116937379,19686.9589197086,25865.1659949352,22757.3568598417,23040.7754063446,19515.0111293084,17592.7930584254,20124.8220143838,16450.6071060495,20404.8603730906,20670.3792025326,23260.0246279487
"P27048","Snrpb;Snrpn","Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N","L",1676553.20379211,1373086.69866912,1255269.41942215,1287505.15548675,1418039.80027192,1354097.70807254,1172860.400824,1198509.51100689,1890419.45509443,1558102.37133438,1575026.54205276,1508139.99895985,1725971.38706718,1585798.54387249,1553589.75466879,1428560.22051291
"P27048","Snrpb;Snrpn","Small nuclear ribonucleoprotein-associated protein B;Small nuclear ribonucleoprotein-associated protein N","H",109463.008124889,113076.320693432,95484.4219403669,106701.115993077,86382.3385139611,98601.4858770393,72043.6648565975,75009.862746133,52919.9998954665,96501.6832258642,75808.9878661249,78341.4554879124,87590.0745454168,98046.1038851167,88268.2066247439,75876.6320572003
"P27090","Tgfb2","Transforming growth factor beta-2;Latency-associated peptide","L",102737.683375523,102009.831719817,117014.933180655,115500.813245318,124815.513488668,133005.261654408,147088.609835715,140470.975304237,174269.050902166,164255.417750544,163278.087492019,152206.651405391,160060.992885496,159901.590369288,187998.803059193,188870.923948764
"P27090","Tgfb2","Transforming growth factor beta-2;Latency-associated peptide","H",52223.7938343403,51075.6777036802,54486.3046097343,55099.214586392,55340.7821763128,51128.411655554,50381.3861184001,61193.0900117338,45346.824278413,48790.1282991423,40998.8072431467,55714.3914339281,48323.181141701,46017.1962296849,40026.8007457374,48874.4151835323
"P27546","Map4","Microtubule-associated protein 4","L",1780014.73918164,1667788.65999066,1466757.76109306,1639441.3947328,1680994.20183178,1640187.84272589,1213790.45493703,1320218.92528393,2233728.04493463,1639999.67804745,1753176.18455274,1768061.99721081,1516782.95386491,1571308.1606984,1611557.06909168,1307243.33432282
"P27546","Map4","Microtubule-associated protein 4","H",252968.126570595,175646.928221688,148665.402279898,183959.569903771,145716.647981685,170773.292101691,144490.520176623,71812.5563733447,210976.154360314,162830.356973019,152980.63965693,176673.018014818,137883.161619935,148382.19994858,127188.076194239,131123.306226169
"P27600","Gna12","Guanine nucleotide-binding protein subunit alpha-12","L",25913.0056904103,22126.344024376,21815.1496376009,17453.8754911837,22423.4044910775,27412.1048805165,25779.3013592051,12712.6617279168,31149.7107105925,27603.5312797002,31947.9871780563,17660.9560171148,25695.2788933162,22751.6628791376,28580.3438071118,17447.4977948112
"P27600","Gna12","Guanine nucleotide-binding protein subunit alpha-12","H",12735.7615963506,11628.161108553,14602.9685938968,13078.0309641758,11081.1241872574,12289.5109587531,11326.2921018091,10262.8023061563,17127.7294196305,13617.131852981,12801.0705397279,14361.3254027866,10783.3778666907,15374.0875609823,9808.59812797315,11462.4100217375
"P27612","Plaa","Phospholipase A-2-activating protein","L",325094.713351152,255240.181792284,373161.819331378,288917.820179154,291432.21531737,278844.247017325,300028.459051185,278534.626610733,396897.408501844,381250.566553707,364324.992216567,450001.194767394,319652.934577067,341685.657504362,428453.054716169,345627.661937682
"P27612","Plaa","Phospholipase A-2-activating protein","H",11702.6477311531,14007.5281053777,17439.2902286287,13941.0577182751,6650.74575052028,10659.3806023441,8712.77169658594,12200.4266216307,10239.642253649,6087.08990073022,6650.48856043833,12568.3754342703,3959.66473012132,3981.34997393407,6268.1729966349,13539.0916782108
"P27641","Xrcc5","X-ray repair cross-complementing protein 5","L",140364.541936622,115235.662582279,122281.309537472,114734.923701637,105490.861401358,116112.931340584,130573.978230289,118928.140551526,128375.067794278,126428.89572521,123647.936204491,122588.855039659,132748.0327815,115939.876025241,121785.622806608,115150.708603042
"P27641","Xrcc5","X-ray repair cross-complementing protein 5","H",9709.58956192652,12737.1318789132,6714.59841013425,10012.6047661738,10121.150324306,9007.51517451635,11442.3960222963,10425.7039300635,10613.6377490232,8740.19940376385,12344.5348491811,9541.71990165392,12340.4096671798,10720.5988310429,9644.73157414295,9234.09291861912
"P27659","Rpl3","60S ribosomal protein L3","L",7182497.80396728,6998218.09318326,7010564.48489355,7064734.207022,6501325.72869807,7358272.16665167,6218537.18103211,6186392.7949074,7105769.33211698,7891144.03175287,7491919.98052491,7052486.72000586,6362616.17823879,7040908.97166814,6445997.95562275,6600365.7051706
"P27659","Rpl3","60S ribosomal protein L3","H",128856.863633391,112326.687410975,60417.298417457,100999.348543862,80103.7852564593,88893.9342099809,62417.4925422448,26467.89384884,80219.0803436278,83363.9751045339,88325.3893804764,87934.3139032507,73022.5443604715,80073.8184499181,66038.7253983536,82628.921802312
"P27773","Pdia3","Protein disulfide-isomerase A3","L",1558202.16693605,1634344.62244728,1799246.22506547,1509130.61274178,1522043.5126702,1845595.88753699,1935160.66364395,1728817.91895919,2007114.13267934,1619095.49270764,2182212.35266786,1866620.89125869,1883376.89570502,1628880.94751769,2522136.07998604,1837474.70634514
"P27773","Pdia3","Protein disulfide-isomerase A3","H",87198.9785345798,89026.8024337969,79287.075827984,82116.0616409102,72289.724087402,77168.5068720453,87124.4814868319,95626.6379672923,63273.3226862242,89973.0325221708,86138.5834227572,89125.0347548085,88070.7974783546,67641.9736401069,106669.059266967,78197.4081053201
"P28301","Lox","Protein-lysine 6-oxidase","H",74676.6524361064,82762.6102139036,70599.8817549894,58897.839920723,65546.5831039185,62590.3179718225,57398.6423630688,59200.2601459352,67188.6171739571,58449.3358758577,67029.9016485121,63115.7385357962,73321.4281445082,66340.868888891,53163.3521103286,68862.7240594726
"P28301","Lox","Protein-lysine 6-oxidase","L",226507.413659677,252396.440195708,190433.527478187,165091.227187038,229373.417177064,170341.098566171,206557.958776392,179057.844962754,215897.682225737,182164.374981678,187226.237809265,191492.019820839,220128.997759764,192835.147719106,202476.539141287,210041.374436221
"P28474","Adh5","Alcohol dehydrogenase class-3","L",101017.694456783,109548.179389125,95998.4816530564,82519.9282734563,64574.9022426384,67260.0144697203,81322.520941497,120948.120687975,60914.943776907,71575.497884319,108191.349731416,73701.4994967245,85822.187871007,83761.8419893357,115857.182991422,80352.9025083263
"P28474","Adh5","Alcohol dehydrogenase class-3","H",3124.66521094345,4284.74020575976,4242.0303083356,3888.29045164005,2596.79233696671,3257.66922353343,3555.91589273646,690.10557941238,4246.90589953592,3414.73687624825,2864.19078856799,4665.21504907355,3456.36189087119,4316.22541496789,4022.34406103336,1831.62528717312
"P28653","Bgn","Biglycan","H",1459031.86383453,1611760.20604987,1527247.88568464,1512549.65574617,1256062.76198854,1352140.46489128,1238317.37702959,1324563.05908902,1202317.27806055,1160734.88748204,1234104.52044965,1179508.48870483,1135877.60560808,1054720.09771773,1201297.53801178,1217896.43661747
"P28653","Bgn","Biglycan","L",960022.179748769,1385431.655142,1113470.69521928,1341158.23985305,1516939.2613989,1428778.15952107,1460562.05810487,1492375.35244895,1456530.89723452,1317944.26384952,1513513.11333169,1519327.28001155,1789621.30683795,1583274.75215018,1916884.72805712,1925657.11522478
"P28656","Nap1l1","Nucleosome assembly protein 1-like 1","H",179825.905942517,173146.271002024,141928.151030455,133933.813137284,104465.958724599,117283.448532915,123502.963257163,66282.2272434982,108489.471342674,96579.3854449015,121917.095267706,150749.070822978,127813.614221396,111573.696287495,150114.670950862,149736.284576227
"P28656","Nap1l1","Nucleosome assembly protein 1-like 1","L",1343124.15247481,1524789.36687378,1414915.15980536,1204208.69927705,1316336.3059214,1243543.27045803,1134509.02349589,1352383.1269172,1182577.84970156,1355672.43587739,1488886.43684437,1592645.5508546,1691059.36129489,1518769.58522969,1798379.28004209,1615480.01576495
"P28658","Atxn10","Ataxin-10","L",80515.6506481936,64496.1036365143,72813.5962016094,71667.6470441491,48588.5457556662,76570.9846798143,66267.5881434827,67559.8284794418,71618.7383785142,78762.1730025105,66600.9483226025,71338.6697309982,68921.0734554423,65778.2857891508,60551.9689713373,55560.6557412891
"P28658","Atxn10","Ataxin-10","H",23401.9339204454,13662.5641169905,25474.06743602,19553.5336548365,14585.1188408631,15280.5911716923,10345.4441904688,15186.0513842418,15446.8740760535,16248.8134348343,18384.1215887065,17435.8402029758,9882.14508431435,16931.9365179879,17034.0543218451,13767.1894723793
"P28659","Celf1","CUGBP Elav-like family member 1","L",401065.55940364,399225.275845212,379001.748976638,300284.555019021,440257.881839818,361935.753122775,293085.494382648,276903.800353617,252606.650998076,362472.010191178,356483.040615404,485378.942613791,287370.213450912,494220.179200821,316941.007686587,345525.910486892
"P28659","Celf1","CUGBP Elav-like family member 1","H",29052.6857883317,28878.5718355325,24511.8563271198,17838.6882863015,26454.2140694736,20331.4873837041,21412.6490870748,5474.94257771807,13367.0487526509,31092.3297087659,23454.5211018419,19547.8519553111,25062.6051898809,16377.9497644237,24570.9073884725,26275.8741586723
"P28660","Nckap1","Nck-associated protein 1","L",568972.558421963,442052.555003487,458427.056178305,515206.423941235,467908.911353815,522777.371532509,455231.028080394,449231.093221936,684727.823661646,633825.426229318,488487.482188945,479082.790079763,447528.289025384,508100.41282633,457633.40221269,473630.193647809
"P28660","Nckap1","Nck-associated protein 1","H",229758.360793188,233932.353282662,179237.415105947,226448.786758107,216710.047138769,162176.56977699,172042.490718402,113951.0886871,239895.674697964,209258.525047689,202831.864162983,197142.692640547,236241.99708786,208529.783477495,198995.811856021,191291.834928524
"P28667","Marcksl1","MARCKS-related protein","H",28613.4443185297,23879.9109653444,22495.6152714767,26241.9909991061,22643.1358443234,17631.3227420626,24313.3804767401,23825.2675054559,23160.9845431233,11890.4158743736,15630.6407050961,18070.4186396825,14847.1065128599,24328.6148276455,26062.3451307178,20679.5443652249
"P28667","Marcksl1","MARCKS-related protein","L",348266.941911115,281930.664739938,273318.266619619,286134.46549602,267639.99256017,313737.39628733,344690.513780952,281801.709179095,233195.362493916,224088.206789985,319185.025813752,275323.730953817,307064.909512163,309067.299514331,361777.014474611,348642.519738865
"P28740-2","Kif2a","Kinesin-like protein KIF2A","H",4147.47034776809,5140.29512311245,3693.75864510738,4682.85415262737,4892.53470921989,5877.07971521135,4406.22466946676,2442.89085229344,5790.03887864844,4091.38069798564,3284.77429348423,5482.27910047006,3993.04372206119,5672.06023683757,4100.29412017844,3518.06136971029
"P28740-2","Kif2a","Kinesin-like protein KIF2A","L",14663.0455965022,13670.303693653,21890.6171755538,13487.1280618982,11432.3341371176,15556.4593858538,11918.0114393405,9339.69310401521,19259.3690261273,10010.9999525979,14707.1070477608,15300.785099587,17058.1920246935,14133.3482629135,5977.04515607625,11919.5973396143
"P28741","Kif3a","Kinesin-like protein KIF3A","L",109103.323145791,115223.50039038,127660.887201219,142569.404544617,142556.118648276,123532.114372959,101142.318815028,118436.720652739,111691.904923596,104265.559968471,152427.755913357,181806.722116466,113126.421441163,110669.36066978,118979.218995473,123500.079599149
"P28741","Kif3a","Kinesin-like protein KIF3A","H",11441.5679799697,10605.7630314322,16963.8447395251,14608.8760398996,15001.1675506976,13344.4978868496,6324.86373278122,8166.62041007873,8313.80897960246,10122.1963008588,13442.1227385374,15746.5853142007,9665.07255503222,9496.9567103685,12810.8350760549,11858.1101081428
