"Leading.razor.protein","Gene.names","Protein.names","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"P59997","Kdm2a","Lysine-specific demethylase 2A",120731.272792491,66692.9421346723,64530.708306057,66934.5913179478,67939.5788051416,59230.3237809137,70057.3659782946,52924.4874805932,96622.5741630221,91084.448094472,86097.656215172,77111.1800830447,66877.6625971464,67215.7304362001,68193.2599910792,67180.7038491348
"P59999","Arpc4","Actin-related protein 2/3 complex subunit 4",616904.968137049,645710.270642224,782313.177828542,738496.260323888,676453.252879334,800211.539180381,765086.811445096,648165.058718191,656346.982436621,741508.592409886,705690.210687082,711975.503327593,557711.655162164,595380.07198834,721299.351242003,739361.517408325
"P60003","Elof1","Transcription elongation factor 1 homolog",12855.0857477428,11697.1377666252,7379.6914494749,10567.3028144977,8852.3762335604,13848.2999358406,8046.21602141904,9366.88381762187,8976.85200513507,12425.3030375625,15089.106835387,15422.5852994829,6772.63173717147,13837.6676314781,8231.76540801206,10690.2663595561
"P60122","Ruvbl1","RuvB-like 1",5719371.63831926,6165934.65221821,7861547.82535323,6284235.81218236,6564205.36155161,6794658.61180948,6134830.88028941,5446624.25155882,5145151.0592166,6615644.87288905,6509739.92404113,7271359.64928281,5943586.818774,5823681.57494752,6345007.98513931,6893943.1418592
"P60229","Eif3e","Eukaryotic translation initiation factor 3 subunit E",8098209.72491805,7521718.59552692,8135008.81481289,7339620.10737399,7207724.17508235,7622939.36198744,7243733.85483435,7164121.9242951,8309560.56084571,9295280.61099242,7843020.78344185,8552455.92520656,8066824.87668061,8050974.11174714,7524271.93309781,7913413.60141093
"P60330","Espl1","Separin",9287.01230303746,10682.3798151949,7071.74585610821,6368.6740757987,5807.55589417451,5530.61308974912,4330.78303600511,3476.3389308148,4435.08962709466,3108.47404988783,2381.19428011881,3098.75033701025,2376.7725395503,3003.4114866073,1364.94729853877,2010.50065863971
"P60335","Pcbp1","Poly(rC)-binding protein 1",3817529.93286727,3845790.74323181,4006766.14916833,4330668.93398797,3584635.39583055,4078842.65194454,3456995.57406682,3236481.22190554,3692777.5004356,3787259.44453928,3433908.38591226,3670858.13308412,2716781.89101602,3013659.93803497,3104194.24665556,2809380.59081283
"P60469","Ppfia3","Liprin-alpha-3",531181.938737526,531518.863544057,546446.605308545,470117.467037977,461955.040819196,535772.918938694,419542.711656487,478805.370521101,1014650.29873081,623311.65432557,634309.797947301,524113.796891616,577323.775850229,656301.864926827,610112.806302257,455215.714706437
"P60521","Gabarapl2;Gabarap;Gabarapl1","Gamma-aminobutyric acid receptor-associated protein-like 2;Gamma-aminobutyric acid receptor-associated protein;Gamma-aminobutyric acid receptor-associated protein-like 1",37658.7090577168,47607.587197979,32473.4792419591,37181.2007452129,41736.3040395963,34043.7445980121,34387.7592646455,42080.7691934683,17962.6356963627,33075.5919924894,39596.5442047574,36660.2938467241,33246.9943425431,36817.9308469273,41130.2716572457,41345.1116631987
"P60670","Nploc4","Nuclear protein localization protein 4 homolog",1904943.59442023,1834253.88278834,1774323.51810971,1790564.84171956,1777778.84090961,1949999.18333469,1590113.17343725,1814140.00886371,2701546.08263935,2035864.72669829,2144596.17067479,1978357.40863917,1780257.30403813,1924949.93612971,1899222.51877331,1728265.15094409
"P60710","Actb;Actg1;Actbl2","Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed;Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Beta-actin-like protein 2",134025867.083058,155793078.999851,174963287.418216,167554708.302741,237868529.696821,199667572.849573,271016192.795104,285761219.155971,92733168.7315296,94462219.3707728,135558643.569441,119446388.701169,178131207.915698,170468851.794114,216418861.185994,211897152.173158
"P60762-2","Morf4l1","Mortality factor 4-like protein 1",281898.228525543,287027.625544761,265145.676312625,271407.137264323,229735.499690237,275685.303062891,289690.800498671,262892.000303566,262433.236684464,307768.802406761,257040.705253335,259638.463826544,284934.492634425,288387.942883536,242364.863679495,238945.767615372
"P60766","Cdc42","Cell division control protein 42 homolog",606470.692189805,707385.729642286,662252.588032171,650761.558303207,620990.863336137,614221.165449181,705213.119699514,651769.384909661,481378.601266671,672538.912672321,670486.785210265,644252.610292866,697160.839239145,681364.401087332,725652.804711594,794938.426674684
"P60824","Cirbp","Cold-inducible RNA-binding protein",433007.0473755,422718.59032768,456614.912067329,386091.002002855,387098.87495506,363876.379288692,340754.440675889,319130.399590999,435871.356136043,428492.498394144,482217.963585775,428179.762731137,472330.838293937,447375.855497812,436934.428964161,436124.142576346
"P60843","Eif4a1","Eukaryotic initiation factor 4A-I",10343720.1572042,9786631.04566862,10645533.5944316,11125480.4326173,10287267.3713512,10335404.6079223,9073035.02980776,9067995.66116707,9655847.9165665,11568782.889918,9727758.6329078,11382804.5093845,9052721.578073,9582320.20743283,8763321.91533627,9471068.65853874
"P60867","Rps20","40S ribosomal protein S20",16419305.2623429,15515640.5187618,13870723.3683553,13847789.0279089,16213022.2906898,14258817.9639676,15200138.8772543,14575386.7745372,16493101.1207121,13449118.1363898,13815003.4210869,16064547.0507262,13469822.3782499,14767014.7450253,11796207.4997162,13343680.8946205
"P60898","Polr2i","DNA-directed RNA polymerase II subunit RPB9",1384104.85925528,1058307.7455682,1078444.55715028,1094165.72874844,1071909.93738885,1077328.07993171,980702.938169465,1011285.3154633,1322578.70247039,996226.752262362,1199467.37795918,1164504.73573004,1252304.96324725,1141053.46564352,1221439.96783158,1115250.98439894
"P60904","Dnajc5","DnaJ homolog subfamily C member 5",46400.641348801,79779.7273456043,39045.3271933812,52981.8253123562,46613.2156076921,51452.4637792246,42796.356881839,45560.2390209485,41347.6168223407,32707.2113219949,28085.6659626143,35503.7309303406,55998.2750232963,55259.5833006916,61272.837917375,48474.9833645114
"P61021","Rab5b","Ras-related protein Rab-5B",52779.4317247089,77440.1871790342,75454.2265086407,52738.1643459022,56733.3251302941,68399.631008473,73372.4523262524,57009.7383749999,45191.9972101354,40155.9482730408,42513.3299424127,44711.6133742607,55977.6787003048,57166.7220787546,57760.2252481999,63454.8301354891
"P61025","Cks1b","Cyclin-dependent kinases regulatory subunit 1",2215.86874424484,3214.5450808541,4887.7580598464,5116.20666726863,5461.04840751896,5120.86710107848,4725.19763569851,2828.14844542066,2897.21567625734,2811.08926534811,3878.0702487956,2965.67356203339,1723.40541386929,1740.90459203484,1424.46272798398,2358.52566840324
"P61027","Rab10","Ras-related protein Rab-10",423359.69542895,563477.826818742,394085.386145028,469296.699114246,395219.337712459,384722.837711444,448678.376509039,424704.994153509,312266.259783986,348279.832409123,369789.470761109,346243.239744404,376997.684054777,382820.536215747,429662.625390349,429879.054847375
"P61079","Ube2d3;Ube2d2b;Ube2d2","Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2B;Ubiquitin-conjugating enzyme E2 D2",210434.740515328,244963.087496188,258940.75156735,249154.886112264,243579.034184286,238765.41327921,200709.838587961,198859.850459389,172175.503826683,245899.468281326,237380.552494778,268614.247800721,174938.266103492,214381.375159537,150617.120056405,244649.505286139
"P61080","Ube2d1","Ubiquitin-conjugating enzyme E2 D1",107243.08168925,86388.9986994431,103903.467964189,94180.9299562205,101023.085128227,80703.2425497098,110103.893799437,109154.442834596,82076.1054041781,88383.7400408605,102602.941125007,102601.84422428,94588.8829235217,96931.9888392626,103150.058272456,88401.5462855911
"P61082","Ube2m","NEDD8-conjugating enzyme Ubc12",677640.649535199,681920.271305495,765955.076093604,747253.042829197,681473.891118981,732982.897080032,768772.452418635,791200.357503918,505895.064626277,783520.315854038,671914.736780958,722229.837261882,616762.391520112,593256.031755219,569144.148092309,646001.488039837
"P61087","Ube2k","Ubiquitin-conjugating enzyme E2 K",323602.717796205,328754.211244844,366548.580987001,334410.049101448,334848.390361558,340502.83468337,320444.066137599,328235.236845293,264209.322763246,273539.680716827,414082.445825272,338434.933776421,327391.27837869,291748.112668925,391015.569900392,337208.787693534
"P61089","Ube2n;Ube2t","Ubiquitin-conjugating enzyme E2 N;Ubiquitin-conjugating enzyme E2 T",1575788.39594739,1767298.21395289,2148158.86335679,2137076.43012373,1922937.59898815,2000836.15744245,1720617.74057203,1905161.24696888,2014687.75003569,2002628.6267158,1871149.72346323,2210739.4087552,1773962.16192508,1846976.80439491,1987890.28882545,1842475.84071255
"P61092","Siah1a","E3 ubiquitin-protein ligase SIAH1A",22693.6106839926,38647.7395795522,24279.050979384,35808.1538773753,23911.747951104,30907.6989074172,29901.4250161945,32663.7910292,49079.6150783325,29386.5680106226,42965.7979042752,50751.674792846,42947.1076324441,40215.0099350363,42489.4076848959,31120.6418968649
"P61161","Actr2","Actin-related protein 2",4110064.10565918,4387056.05791119,5281750.51880204,4758353.58470908,4833557.44424152,4979630.54946939,4967142.91429833,4680806.57616228,4827064.79097901,4426265.51693172,4342515.92388596,4249222.63327914,4078161.77815158,4172493.91468919,4599508.59047917,4567860.19120293
"P61164","Actr1a","Alpha-centractin",3050860.4508704,2876558.94839071,2989578.50593161,2847417.62728082,2713397.65446185,2980298.85461475,2662482.03244961,2713837.70040512,3734424.53173491,3095051.73546047,3012055.24598073,3386871.33475561,2870683.04046582,2805572.31060809,2934455.74090621,3042568.07654527
"P61202","Cops2","COP9 signalosome complex subunit 2",1361860.40352937,1182594.47963495,1348048.33914967,1276533.83683047,1192237.32286293,1247780.58277293,1294600.20969748,1161254.79135763,1614595.7134219,1375036.04322661,1252004.69245792,1402557.6925876,1381435.28167137,1320067.09448767,1234185.68799946,1194400.37512672
"P61205","Arf3;Arf1;Arf2","ADP-ribosylation factor 3;ADP-ribosylation factor 1;ADP-ribosylation factor 2",515887.873855553,532085.646006552,574904.463407902,512761.985471785,476724.41619224,505829.159223919,552326.235876663,513420.848680723,383746.442085897,382601.432889983,476932.764621769,479809.27270695,483090.314290999,494611.413316751,534221.015104356,519416.89730049
"P61211","Arl1","ADP-ribosylation factor-like protein 1",43869.3484568524,53518.3185925767,58069.5510866457,50292.1238856627,40004.2375325032,49924.4055341821,51741.8698280938,46693.0543598838,42190.0372151568,39544.9130759112,41236.1574892382,36850.2164094371,46481.9111280413,43655.4503376515,54675.0415723131,48658.6271895659
"P61216","Taf13","Transcription initiation factor TFIID subunit 13",36742.6812198235,40441.668573702,40031.6015001604,44456.5784647435,38914.5143412543,49512.5698932106,42684.3072796534,43624.7756277927,48118.4438590592,46872.6296622821,49497.1962568499,41962.8444769534,48634.2807977217,47960.2705546026,47868.8410298674,49747.5153044269
"P61222","Abce1","ATP-binding cassette sub-family E member 1",5881681.35486164,6065285.97883766,6126168.62085871,5876774.1652067,5993727.51948781,5997097.84010723,5167895.46355818,5177592.84752138,6371393.00147893,6642970.06409803,5607922.3442048,5858384.55131914,5068947.2486494,5771948.49050078,4638308.04153846,5128900.46048415
"P61255","Rpl26","60S ribosomal protein L26",4382928.11261186,4260346.50618313,3949716.42427382,4508130.99779792,4203798.02011416,4299043.87280275,4222027.8107645,4136511.81315057,4145332.12973169,4805099.07334863,4469324.94005927,4534779.55417887,4209145.02158928,4369100.73746068,4060403.3725233,4335465.6176271
"P61290","Psme3","Proteasome activator complex subunit 3",1083976.69493452,901442.112312584,974980.007765353,904941.720890322,879514.457434152,926092.454993903,950247.988118473,896155.698656274,867175.271296529,823592.889995879,832280.857425679,1025762.94182051,841723.410959742,729554.021684438,817731.58036725,807891.70395233
"P61294","Rab6b","Ras-related protein Rab-6B",18249.4593650029,26952.8540778287,14035.8499464765,13796.8691787135,18401.9115908567,13567.9382521349,8752.65580743406,16626.9588063997,20331.7654324005,14678.9620686633,15367.1180779333,14328.4566968189,15144.2282770494,17498.2354950439,24117.7761309012,10185.2458406564
"P61327","Magoh;Magohb","Protein mago nashi homolog;Protein mago nashi homolog 2",317509.558374801,353525.859378687,465443.790441765,311568.276985528,403349.972475445,415721.349425105,386002.311030488,349466.701014273,342546.502573381,413156.773230625,513657.396715605,475495.629213606,321113.821066528,373163.961986962,385287.660690757,476268.882346105
"P61358","Rpl27","60S ribosomal protein L27",5192366.31028285,5018554.64963736,5206626.24346941,4879080.95353698,4963348.75069253,5357012.87399196,5225788.19743096,4498985.70102289,5059004.74386149,5305123.99836422,5104060.64563261,4592116.25026232,4769339.65514709,4704819.32943098,4416911.0447796,4462788.47650445
"P61406","Smg6","Telomerase-binding protein EST1A",179573.924036499,160348.42308625,129299.567390626,147011.958769985,141769.125586769,151814.197418617,130826.544962239,129957.448538699,186149.634200576,182985.041978782,151813.851106688,172604.768539467,137509.129068755,173377.986313709,120083.750961664,154710.840223557
"P61460","Depdc5","DEP domain-containing protein 5",28472.02307572,27305.6713746693,15511.9870819979,27800.6384671727,26715.7366396668,21851.0587664154,22230.9047197508,26422.2062132421,31886.4238395528,37490.0220655743,37827.441120057,33975.181753195,39075.2145783588,44588.0506883769,46302.8037197183,34943.4276507975
"P61514","Rpl37a","60S ribosomal protein L37a",4083884.01425276,4079060.63442496,3970975.92487857,4072570.75695053,3883887.4177478,4267959.84206867,3957453.930451,3744881.63034547,4092789.96384602,4595790.90514832,4144548.68939448,4073186.68442738,3587884.53331224,3915801.76435433,3723691.05311098,3834327.06969227
"P61600","Naa20","N-alpha-acetyltransferase 20",1433170.41145341,1381225.09970722,1374798.90870104,1329138.81524526,1263855.87120769,1482924.54154581,1192908.01135718,1228950.65955427,1134995.22816267,1391642.22647035,1116942.87523269,1438358.91647376,1108406.00289675,1290343.15059998,901021.520183627,1312487.24708738
"P61620","Sec61a1","Protein transport protein Sec61 subunit alpha isoform 1",7331.15688126474,7745.53899671202,8180.37650497847,6814.03859110236,7571.17445563828,6186.50270569812,4877.58509467096,4632.49368125581,6609.9551906204,7154.01195474085,4525.33266516703,5935.53851855425,7070.79316686416,6134.62973610271,5986.41056985205,8055.97553429123
"P61622","Itga11","Integrin alpha-11",5777.84812670472,8266.9383214398,5488.66954272681,5269.21651587123,7127.27943399989,7566.36977506751,7992.30038930854,9408.81885780692,6722.71772753832,4998.86738786838,5406.19915916804,4842.19580235662,6489.78275703262,10393.8114579172,8993.84344902255,8863.60913882421
