"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr","Amplitude","CV"
"P68037","Ube2l3","Ubiquitin-conjugating enzyme E2 L3",0.442350332594235,12,6,24,276689.19905385,284586.184018389,219687.915450998,225779.287390414,217837.000655195,222014.174469501,180200.450695073,195521.843243139,227789.50687207,0.458255232019711,0.158502022014672
"P68040","Gnb2l1","Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",0.110014104372355,18,18,24,4988848.87646226,4687606.16313215,5514198.03233944,4977438.48308965,4692296.23634152,4499782.72113943,4906785.29347929,5210049.73208821,4934625.69225899,0.205570872942062,0.0652690562425903
"P68181","Prkaca;Prkacb","cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta",0.914315937940762,6,12,24,25078.3618246571,24860.2555795412,21540.9673792356,22267.960062561,19337.9720475048,19674.8886488759,17696.4080816499,21516.5105349147,21496.6655198675,0.343399944339493,0.120744753136867
"P68372","Tubb4b;Tubb4a","Tubulin beta-4B chain;Tubulin beta-4A chain",0.473946784922395,18,12,24,21591794.4374032,23638058.6013656,25198544.8619998,23935868.0443577,22430455.1575212,23568597.2879543,21731589.2556004,23378777.4243973,23184210.6338249,0.155569257093208,0.0521383771821019
"P68373","Tuba1c","Tubulin alpha-1C chain",0.0881374722838137,24,6,24,7651413.35756792,7661977.0830005,7901404.09087803,8075788.50056732,7236324.77767304,8035211.8475125,7814955.99491912,7935417.15827881,7789061.60129965,0.107774693007205,0.0349288930183124
"P68510","Ywhah","14-3-3 protein eta",0.750554323725055,12,6,24,299826.486912622,321767.662407528,265470.670751253,281410.663715131,258354.821394306,296991.926253334,274732.55691575,268859.970521127,283426.844858881,0.223736185063188,0.075033587729899
"P70122","Sbds","Ribosome maturation protein SBDS",0.0315964523281596,24,6,24,724181.792839075,724742.766058065,749675.522608821,745419.054326918,695011.185793476,737400.938903475,728605.988409777,762525.239836502,733445.311097014,0.0920505633092743,0.0278954854259492
"P70168","Kpnb1","Importin subunit beta-1",0.0315964523281596,6,18,24,585042.168343675,520289.933531069,516490.621099685,496029.498287363,530173.275896639,559368.929701081,524208.119827051,509066.440147864,530083.623354303,0.167921939359399,0.054277741465869
"P70180","Npr3","Atrial natriuretic peptide receptor 3",0.914315937940762,18,12,24,10173.0936572566,11223.0714389254,13957.402421787,11112.9400924372,12898.6811985158,12780.3699358044,11920.6902433301,13985.9780038613,12256.5283739897,0.311090076264682,0.112885139373902
"P70195","Psmb7","Proteasome subunit beta type-7",0.739421720733427,6,18,24,165770.686717529,178780.968075045,162844.44087705,146852.846382981,141981.31235434,140749.716755623,129756.770664818,132215.605410581,149869.043404746,0.327113567261714,0.116331926366595
"P70202","Lxn","Latexin",0.0736953455571227,6,12,24,152927.357829937,119994.56193348,106897.664301662,150046.472029662,131726.235291202,132345.335603691,118090.694432922,124985.178272813,129626.687461921,0.355094266694091,0.121476850070336
"P70206","Plxna1","Plexin-A1",0.833148558758315,6,6,24,286435.290061603,248028.843104475,254367.354712734,261045.484600639,264237.304096934,250918.441531027,268911.129712725,234162.822907875,258513.333841001,0.202204143117346,0.0603653952007487
"P70227","Itpr3","Inositol 1,4,5-trisphosphate receptor type 3",0.254573170731707,6,12,24,7983.87267602373,5667.45282983944,5030.2344246294,6159.76312831028,6576.95510051667,5632.72246085321,6150.66312913024,4858.60990613891,6007.53420693024,0.520223882583897,0.164123892655767
"P70257-1","Nfix","Nuclear factor 1 X-type",0.753526093088858,6,18,24,12175.4455247453,12546.3558713956,12187.5223142099,12375.2376439803,13174.3562446838,11726.5442743466,12390.8174843413,12189.8585072008,12345.767233113,0.117271931585911,0.0334178062503312
"P70268","Pkn1","Serine/threonine-protein kinase N1",0.416574279379157,18,12,24,8075.86891604669,8898.40519069079,9159.43897631048,7706.64313904391,7678.70229162871,8862.74671394372,8684.68750824752,9039.36726811215,8513.232500503,0.173933542234901,0.0706549060556625
"P70279","Surf6","Surfeit locus protein 6",0.613540197461213,6,18,24,305141.656072357,288208.399228275,293596.37599366,297128.406798397,302582.282192141,311592.079358894,289872.783508564,261707.862070411,293728.730652837,0.169830908871635,0.0516317175034279
"P70280","Vamp7","Vesicle-associated membrane protein 7",0.923579946146942,6,6,24,62064.3060102159,56615.9434867742,56623.7866584967,49910.0934242264,52677.3254781974,45390.4420712503,45919.278997227,55727.7048489902,53116.1101219223,0.313913498196546,0.108710171204793
"P70288","Hdac2","Histone deacetylase 2",0.750554323725055,18,12,24,7877.96025349982,8277.09234031207,10300.5784582588,8977.04057314643,6174.8784539844,8012.43657703722,7691.38079168684,7817.7147255857,8141.13527168891,0.506772073745251,0.144141310946005
"P70290","Mpp1","55 kDa erythrocyte membrane protein",0.739421720733427,24,12,24,9153.97145191789,9557.34832096194,10822.1361347154,9925.07255929049,11261.1090465175,10233.7528391874,10865.1985978773,12884.5624922814,10587.8939303437,0.352344957826983,0.110274288890117
"P70296","Pebp1","Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide",0.920310296191819,12,6,24,728864.074566051,811476.010425674,745509.806544431,733331.06617663,773174.158138815,731925.966287025,717584.432577408,718663.082745031,745066.074682633,0.126017786930186,0.0431219580028328
"P70297","Stam2;Stam","Signal transducing adapter molecule 2;Signal transducing adapter molecule 1",0.100846262341326,6,18,24,131863.767958201,105989.339637007,103137.803611591,101138.887240745,101913.997661764,106766.674215741,88688.0996929175,80714.6070746887,102526.647136582,0.498886507186502,0.145632141348797
"P70318","Tia1;Tial1","Nucleolysin TIA-1;Nucleolysin TIAR",0.026330376940133,12,6,24,42944.9656090974,43542.1150793272,30890.3899894713,32280.0075803094,34405.6665885291,35364.1130646977,32717.0743964196,33487.4951838541,35703.9784364632,0.354350569429404,0.135732123314407
"P70335","Rock1;Rock2","Rho-associated protein kinase 1;Rho-associated protein kinase 2",0.917960088691796,6,12,24,131994.150446599,118253.337639541,111987.10100961,130935.293026043,126394.756137797,134921.376387589,126899.017511971,119839.591302281,125153.077932679,0.183249791030434,0.0625826390131683
"P70336","Rock2","Rho-associated protein kinase 2",0.212860310421286,6,18,24,59023.2932435684,46368.4137770594,42552.724103927,39408.6944650237,43215.7455074073,38920.4709176036,38738.1358730102,37815.5359855947,43255.3767341493,0.490291817091737,0.161687796970285
"P70340","Smad1;Smad5","Mothers against decapentaplegic homolog 1;Mothers against decapentaplegic homolog 5",0.51410437235543,12,6,24,86089.3342359095,86382.2585765629,82123.365250373,76702.3317914887,74827.7547927518,80690.8679394591,72138.4643073228,72392.8875976988,78918.4080614458,0.180487602564789,0.0727500447761305
"P70349","Hint1","Histidine triad nucleotide-binding protein 1",0.0736953455571227,6,12,24,166254.484203132,131172.439374869,93772.7037416612,124928.834992028,131765.221391383,150314.946409535,124373.529219033,141273.12669599,132981.910753454,0.545049924841663,0.159704584491454
"P70372","Elavl1","ELAV-like protein 1",0.416574279379157,6,12,24,368725.973460747,382902.691800652,356269.852144345,360243.363398797,365276.193763304,337346.21972973,317050.984333104,348702.261679924,354564.692538825,0.185725507511826,0.0573224055522331
"P70380","Il18","Interleukin-18",0.442350332594235,18,6,24,21722.0401175856,28688.8776346531,28237.4263457011,17523.8983591444,19163.5742260289,17145.6260601733,21884.7810339782,15956.5606837002,21290.3480576206,0.59803235327548,0.230019169016482
"P70398","Usp9x","Probable ubiquitin carboxyl-terminal hydrolase FAF-X",0.613540197461213,6,18,24,198776.976296612,166719.087672601,143430.526962766,140863.082009363,140496.635023674,142031.054548258,129293.71093602,139635.059971392,150155.766677586,0.462741237969144,0.148387364423042
"P70441","Slc9a3r1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1",0.0315964523281596,6,18,24,5555965.26455684,5095052.33406665,4683769.5020013,4561947.32219485,4782219.43511505,4644136.00932462,4566503.69939359,4205699.68941974,4761911.65700908,0.283555360198595,0.0850965419725226
"P70444","Bid","BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11",0.0736953455571227,18,12,24,409201.143566121,474451.189220497,519904.344398088,468389.538064921,514802.789310876,516021.206362749,530264.427078837,519108.483535172,494017.890192158,0.24505850074706,0.0829794188023769
"P70452","Stx4","Syntaxin-4",0.0881374722838137,18,18,24,47304.7468114041,46263.1703476132,48794.4393993956,47595.7001514621,53405.7591011328,44394.7347735201,54572.20859345,47914.2978563225,48780.6321292876,0.208637596022857,0.0713684350676107
"P70670","Naca","Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",0.254573170731707,18,12,24,1330443.0854083,1455394.22883096,1495372.32173105,1503841.97620767,1391108.0911591,1593164.07684989,1477255.07431372,1474209.7952544,1465098.58121939,0.179319668184328,0.0533398902034708
"P70677","Casp3","Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12",0.258110014104372,6,18,24,7540.26400471704,6941.82940618028,6417.81630337515,6466.4325843335,7396.6595157645,4518.8546570775,5007.65365386411,4177.68040988897,6058.39881690013,0.555028431843743,0.21678290387451
"P70698","Ctps1","CTP synthase 1",0.833148558758315,24,18,24,1642895.0055456,1634891.71007527,1580119.97774233,1670942.45462898,1581924.95204404,1682990.36180559,1624345.51529048,1656542.79621364,1634331.59666824,0.0629433979450513,0.0231959286155356
"P70699","Gaa","Lysosomal alpha-glucosidase",0.421808885754584,18,18,24,1084838.15499604,1166479.56877546,1230596.1948402,1194251.32717312,1249966.45276688,1210285.35918774,1319568.50502551,1442178.31379682,1237270.48457022,0.288813289621877,0.0862909535672782
"P80313","Cct7","T-complex protein 1 subunit eta",0.920310296191819,6,18,24,2697987.27374729,2609033.08444136,2562100.31969421,2494809.46421799,2464271.4966584,2493565.28731119,2390265.52668365,2371869.05775787,2510487.688814,0.129902336284105,0.0436003924145982
"P80314","Cct2","T-complex protein 1 subunit beta",0.0734478935698448,6,18,24,2141757.92617086,1916869.09150907,1716023.87295391,1850808.64430106,1869638.29949745,1985992.77988401,1863224.85810445,1704309.60550006,1881078.13474011,0.232551914028408,0.0752072937776753
"P80315","Cct4","T-complex protein 1 subunit delta",0.914315937940762,18,12,24,994982.578751069,1012551.87841043,1039272.39243281,970805.171442318,893440.55923551,903134.049325461,910645.093710851,930920.447861524,956969.021396247,0.152389293630976,0.0575860231124581
"P80316","Cct5","T-complex protein 1 subunit epsilon",0.923579946146942,6,6,24,1887600.70773559,1629221.32800485,1809099.35119864,1822582.62794173,1766796.34601561,1803403.41007728,1784874.50949077,1740538.97268621,1780514.65664383,0.145114997378213,0.0420680813648258
"P80317","Cct6a","T-complex protein 1 subunit zeta",0.314174894217207,6,18,24,1877280.78434337,1655316.04925781,1473438.28832093,1535332.83791277,1493851.27985382,1512634.40130599,1468560.4739312,1450128.33746203,1558317.80654849,0.27411125322853,0.0923217129731227
"P80318","Cct3","T-complex protein 1 subunit gamma",0.212860310421286,12,18,24,373203.902118515,432573.196638387,419779.462564034,404404.318228852,406872.092798929,424208.974392846,402791.564289474,407840.870479402,408959.297688805,0.145171646311484,0.0438400219780725
"P81117","Nucb2","Nucleobindin-2;Nesfatin-1",0.0736953455571227,6,12,24,66204.1368112495,58223.3642556021,48849.2066684587,62737.8082882046,60837.8959680619,55546.9805129139,56013.2467980335,56555.4049596601,58121.005532773,0.298599963708556,0.0904672531664519
"P83741","Wnk1;Wnk3","Serine/threonine-protein kinase WNK1;Serine/threonine-protein kinase WNK3",0.753526093088858,6,18,24,183925.616991893,153267.230306602,148122.5967074,172542.848780398,152464.778655916,181343.308038349,181926.327999038,160998.317779496,166823.878157386,0.21461568139973,0.0888445426922407
"P83870","Phf5a","PHD finger-like domain-containing protein 5A",0.314174894217207,6,18,24,81857.040208863,62961.933974057,58484.6361282464,63271.1460431187,58645.4909654449,67325.4668091982,58282.1017903328,48852.3579817483,62460.0217376262,0.528412916117071,0.15234441475534
"P83887","Tubg1;Tubg2","Tubulin gamma-1 chain;Tubulin gamma-2 chain",0.442350332594235,12,18,24,76070.3366156213,87008.3837507533,80353.1757231967,87043.1160062819,83296.142202489,94195.7936432681,88730.5965520718,85174.3414256362,85233.9857399148,0.212655279115484,0.0643398450081474
"P83917","Cbx1","Chromobox protein homolog 1",0.258110014104372,6,18,24,55906.6287465466,48753.0248414696,41994.4280070556,47687.5646731723,47472.0746536009,44246.9075765823,42624.4415176134,41848.5996475227,46316.7087079454,0.303519604289419,0.102470932604792
"P83940","Tceb1","Transcription elongation factor B polypeptide 1",1,6,18,24,42710.5386421353,35321.4106201995,48817.1301700056,43883.5832419238,42732.2312293861,59220.9926143415,39460.582478633,41730.6498176255,44234.6398517813,0.540291094812194,0.161850877303203
"P84084","Arf5","ADP-ribosylation factor 5",0.750554323725055,12,12,24,40109.4266780341,53233.7167730608,50784.0074224237,51218.9159109582,39907.9048607258,43215.1547431604,39432.1288580329,37678.303922636,44447.444896129,0.349973162389354,0.141048084526814
"P84086","Cplx2","Complexin-2",0.917960088691796,6,18,24,202644.83445709,173054.302739176,135760.943356732,169781.440769411,157193.688644925,174705.421389221,173679.064425286,161215.878804868,168504.446823339,0.396926564024032,0.112294346541071
"P84089","Erh","Enhancer of rudimentary homolog",0.212860310421286,12,6,24,110434.64947268,127063.3529957,98506.0810027924,112564.22597443,119119.222103506,115743.733878549,111795.955019095,104508.698055397,112466.989812769,0.253916923005131,0.0774322502833985
"P84091","Ap2m1","AP-2 complex subunit mu",0.0176304654442877,18,12,24,942760.656259737,982414.983002422,1087527.37938893,1016238.92403753,942406.667883821,1078379.15136016,1076611.57480781,1057558.68787209,1022987.25307656,0.141859745630914,0.0594901970825647
"P84099","Rpl19","60S ribosomal protein L19",0.254573170731707,18,12,24,175311.957670083,150184.466134429,200268.535123794,154839.330586547,143380.393536165,171658.864862741,191857.256553806,165644.535939764,169143.167550916,0.336331300940692,0.11758864299397
"P84104-2","Srsf3","Serine/arginine-rich splicing factor 3",0.846614950634697,6,12,24,70714.7544883147,86353.489249428,85651.4706606229,74301.6056241279,88536.2206099138,58247.3581446472,69687.6897149289,74953.8348174405,76055.802913678,0.398245252892063,0.135587436495488
"P97304","Polr1d","DNA-directed RNA polymerases I and III subunit RPAC2",0.0734478935698448,6,18,24,172532.457057816,179785.540670728,166794.800900378,163694.379026024,183708.048742172,170597.546589932,158212.043410587,162777.534552706,169762.793868793,0.150186061094697,0.0513113793327797
"P97311","Mcm6","DNA replication licensing factor MCM6",0.0886917960088692,6,18,24,151617.275333691,120099.805362926,92280.2698747241,101073.199168769,104594.855181758,107443.844279522,90073.1485150299,88375.089548768,106944.685908149,0.591354168258905,0.195293749854169
"P97314","Csrp2","Cysteine and glycine-rich protein 2",0.254573170731707,6,12,24,11115.3779878066,9064.36759275187,9769.0987266536,10507.6220397057,11559.6386109694,9483.88419499475,8910.41650547887,6927.58325712593,9667.24861443584,0.479149294549697,0.150768432828997
"P97315","Csrp1","Cysteine and glycine-rich protein 1",0.442350332594235,12,18,24,935710.989056637,1117517.91923518,1033924.07466017,1138406.57821039,939849.301002044,1062991.25142248,1116642.69827241,1008359.59841648,1044175.30128447,0.194120267836646,0.0758424490001727
