"Leading.razor.protein","Gene.names","Protein.names","S1","S2","S3","S4","S5","S6","S7","S8"
"Q569Z5","Ddx46","Probable ATP-dependent RNA helicase DDX46",816039.961639097,778694.114932227,800996.388816011,732018.846423176,771003.240455511,691699.145917978,707242.132651797,685222.276973522
"Q569Z6","Thrap3;Bclaf1","Thyroid hormone receptor-associated protein 3;Bcl-2-associated transcription factor 1",377070.394491333,412641.20660376,354658.935834738,368835.030338643,320102.865504938,381780.612299317,331545.425245577,325753.038357739
"Q56A08","Gpkow","G patch domain and KOW motifs-containing protein",1932.87201430957,1820.1350156653,1575.51623640502,1225.80316803051,1761.33576868271,2171.00040833975,2023.7791309838,1741.20894597875
"Q56A10","Znf608","Zinc finger protein 608",3285.56680791821,3370.75103613547,3546.78738790136,3040.56452351989,4425.69139846671,3972.67142657094,4238.9980715761,3030.88700149607
"Q571H0","Urb1","Nucleolar pre-ribosomal-associated protein 1",86363.278092257,74074.9824061338,67357.6082256866,74828.7915388868,62389.3017656882,80250.9409527915,77746.3653127153,69435.7496533436
"Q571I4","Sgk223","Tyrosine-protein kinase SgK223",10585.9599830869,9785.88407111471,11748.4759259597,10616.8476078924,10871.2277737589,10406.6710083248,11940.7016470295,10841.0485019846
"Q571I9","Aldh16a1","Aldehyde dehydrogenase family 16 member A1",52864.0310256957,48462.0051189488,40378.2564752541,44388.0260308833,47499.6957884275,48187.4772512568,44433.906563854,47151.9977365313
"Q571K4","Tab3","TGF-beta-activated kinase 1 and MAP3K7-binding protein 3",2177.84604397833,1493.55849646813,1518.73356859792,2209.40777213199,1605.90356105979,1411.06922770496,555.543424432841,1265.68118330112
"Q58A65","Spag9","C-Jun-amino-terminal kinase-interacting protein 4",561893.478636422,569416.68180856,538316.482257416,523744.027252644,511105.458741109,564572.55612883,514009.909179577,492937.524235709
"Q59J78","Ndufaf2","Mimitin, mitochondrial",95719.7729234121,104216.397517361,105935.570218116,105612.298129225,101864.749657184,121067.916388479,112438.644198202,107886.245657585
"Q5BL07","Pex1","Peroxisome biogenesis factor 1",20002.1898608854,19424.6634712569,16946.6858094097,17441.7523508463,23077.2984057927,21871.1678408475,20328.3135456164,19608.6236734584
"Q5BLK4","Zcchc6","Terminal uridylyltransferase 7",223954.3482053,209619.0728292,200966.536071984,227271.608734016,227460.163194681,248413.925923079,253945.229425166,217898.983376175
"Q5D1E7","Zc3h12c;Zc3h12a","Probable ribonuclease ZC3H12C;Ribonuclease ZC3H12A",31814.2917407838,33239.5349235852,37249.1258885983,37699.2777574191,39867.2436564405,36728.2174811226,31244.9824004032,31305.1504148773
"Q5DTI6","Kansl1l","KAT8 regulatory NSL complex subunit 1-like protein",1650.30250073939,2357.40940985912,2405.45576497853,1412.01861506277,1867.33572000962,1273.91289358346,1042.10964115571,1145.18406854024
"Q5DTM8","Rnf20","E3 ubiquitin-protein ligase BRE1A",260233.990170171,248938.864992349,254892.528700287,237573.292128268,245414.216588814,229401.66740122,227821.92888932,231490.134964579
"Q5DTT3","Fam208b","Protein FAM208B",2030.99158587451,2117.56032714506,1452.62231965107,1269.64179925125,1397.08451663719,1950.98300973421,2460.75130572688,1676.49943158375
"Q5DTU0-2","Afap1l2","Actin filament-associated protein 1-like 2",84197.1748352257,97681.5474229298,90223.8060358902,102849.970684038,101294.172465816,91862.5313693452,98165.20109411,97189.691142577
"Q5DTV4","Zc3h12c","Probable ribonuclease ZC3H12C",2023.75097416017,3119.8016714792,3700.20198860163,3152.2345503457,2713.18610209032,2507.7121178079,2376.94464231826,3139.79588309272
"Q5DTW7","Kiaa1551","Uncharacterized protein KIAA1551",17833.255339017,16632.7869513603,15857.5739613452,16752.4787369904,18146.3663634101,17350.1749692251,18246.1181344301,15463.62547642
"Q5DTX6","Jcad","Junctional protein associated with coronary artery disease",18325.2456221714,23103.1101731925,23374.1796123108,19518.0644588216,18412.8707017016,20369.8428570848,18208.4005361891,19512.3285323857
"Q5DU09","Znf652","Zinc finger protein 652",17929.7968285416,9656.41536210643,12123.0995768171,12124.7385448366,12297.8856750323,10901.5987283279,11952.7988767092,12566.5671853605
"Q5DU37","Zfyve26","Zinc finger FYVE domain-containing protein 26",6667.953590427,6593.07989119871,9000.15424504738,6703.27228844751,8142.5672262194,8257.5406535573,7285.84405631102,6483.46262928725
"Q5DW34","Ehmt1","Histone-lysine N-methyltransferase EHMT1",37808.2464917959,39578.9370630708,42843.4354390512,38083.4285738393,36891.4218274209,38113.6585311815,38902.2988023168,35437.4323206558
"Q5EBG6","Hspb6","Heat shock protein beta-6",2361.7390158517,2035.19001067665,2093.96227300812,1984.0930053623,2197.97303777386,2352.11970332443,1673.74142047908,2906.69806024039
"Q5EG47","Prkaa1;Prkaa2","5-AMP-activated protein kinase catalytic subunit alpha-1;5-AMP-activated protein kinase catalytic subunit alpha-2",323043.883254899,345180.38425042,358891.100162833,355556.772999462,387058.435409085,370597.326470601,358273.302083569,356001.700835614
"Q5F2E7","Nufip2","Nuclear fragile X mental retardation-interacting protein 2",500900.96980916,485771.990728613,400356.541931351,445658.390735983,465733.095146979,473359.734516812,498907.506861462,441250.691934435
"Q5F2E8","Taok1","Serine/threonine-protein kinase TAO1",149150.845957532,152431.768895287,146699.644641596,126438.807500067,158218.553464326,137497.705499633,145657.636898739,147970.969680044
"Q5FWH2","Unkl","Putative E3 ubiquitin-protein ligase UNKL",39852.1412190588,31840.1732121968,43215.666106051,31190.5936996244,37725.8383136975,38666.1331591717,45888.5179379672,40884.9274152074
"Q5FWI3","Tmem2","Transmembrane protein 2",239422.810475576,267484.261644639,257726.166339579,276629.197797788,274804.916799591,275465.176508489,286012.805044963,256991.42647742
"Q5FWK3","Arhgap1","Rho GTPase-activating protein 1",1190096.3122618,1289241.16727282,1358943.35925745,1303669.74962098,1269159.62306634,1270541.40045212,1252195.09945757,1271133.19062805
"Q5H8C4","Vps13a","Vacuolar protein sorting-associated protein 13A",176475.707798861,180871.002454103,187839.802841676,194517.140980551,177016.651888571,188875.414771241,198952.143242536,192405.793371475
"Q5HZI1","Mtus1","Microtubule-associated tumor suppressor 1 homolog",93395.8150481725,80931.6369359362,63854.1379015123,81850.2789727427,78222.719961637,73452.1804821617,76371.2368773343,70007.7981687132
"Q5HZI9","Slc25a51","Solute carrier family 25 member 51",163431.745795464,149746.953038609,156261.845900312,159271.473893008,156916.894694626,152995.155689624,153106.770557191,156056.582457339
"Q5HZK1","Cep44","Centrosomal protein of 44 kDa",4591.47611044953,5212.36042901609,5390.39893445279,2283.85445668253,4882.87529234873,4369.35104578793,5836.66033657886,4853.93143477625
"Q5I012-4","Slc38a10","Putative sodium-coupled neutral amino acid transporter 10",264192.284069036,269117.932671866,259100.225782414,282404.512897801,282171.440586534,275887.534953925,278827.253002316,228570.618062342
"Q5I1X5","Ppp1r13l","RelA-associated inhibitor",111401.266986293,121790.322391897,122437.526061451,124031.434737851,126729.260543216,120283.268704501,140323.816542612,131461.429247499
"Q5IRJ6","Slc30a9","Zinc transporter 9",22075.9753185588,23075.7225616715,23730.7950456637,26174.9211154293,25269.5974802352,26282.3546074569,26927.5133256574,28111.0026417222
"Q5KU39","Vps41","Vacuolar protein sorting-associated protein 41 homolog",349506.555332088,361748.851811087,354545.40091841,380265.66709605,381807.440253328,390813.19766752,398878.688437679,410317.390488173
"Q5NCC3","Trim41","E3 ubiquitin-protein ligase TRIM41",10359.6444528359,8028.09736804074,7802.9525329072,9126.7290890107,10006.8940262806,9948.08870389241,11158.6134483814,7771.60242376508
"Q5NCF2","Trappc1","Trafficking protein particle complex subunit 1",21903.7787194547,21379.5579845197,17551.5226191765,21648.5824418874,21209.4468709348,23685.2984078948,25246.8723445245,22670.8912001603
"Q5NCQ5","Dph1","Diphthamide biosynthesis protein 1",7441.12096182189,5296.49434168092,7132.20726943576,5807.53254453373,6193.56082189464,6556.66029444789,6617.96658501949,6706.10027707098
"Q5NCR9","Nsrp1","Nuclear speckle splicing regulatory protein 1",47735.2179805218,48439.5555767778,27180.5449101875,27592.8638698463,33805.8174048536,34689.8150353863,31764.0133498559,23129.9082943473
"Q5NCX5","Neurl4","Neuralized-like protein 4",7094.03574130976,4826.34034390406,7161.51118192907,6777.80783508837,5457.66497164454,6647.62513051961,6459.73666069147,8267.94798584395
"Q5ND34","Wdr81","WD repeat-containing protein 81",178256.898280591,170476.127868172,193289.722179705,192887.903922502,188277.83568765,209780.309147402,206092.452566123,206933.04858793
"Q5PRF0","Heatr5a","HEAT repeat-containing protein 5A",120220.981852856,126000.545217531,117188.881001274,133304.391333253,120481.281254825,117005.090502995,125357.01358988,120676.475998088
"Q5PSV9","Mdc1","Mediator of DNA damage checkpoint protein 1",15009.3239420661,17163.940629343,17302.0844713095,19834.6109716453,17282.290523356,11879.5213646713,12412.8615811071,14580.2534368028
"Q5RJG1","Nol10","Nucleolar protein 10",6487.86658112143,4562.52710110914,5393.33946546423,7045.67766955206,5635.87900173431,4781.93431674574,6391.6609955736,6384.09096613551
"Q5RJH6","Smg7","Protein SMG7",51421.339141612,50484.4972370111,45492.0426993895,43764.5794788177,46127.6025011907,45335.5371758332,39685.3529394564,39969.1493430247
"Q5RKZ7","Mocs1","Molybdenum cofactor biosynthesis protein 1;Cyclic pyranopterin monophosphate synthase;Cyclic pyranopterin monophosphate synthase accessory protein",231668.941501872,212907.661030773,184434.465135187,208274.463722171,197758.856476082,208775.593416247,180937.868744904,188212.719389415
"Q5S006","Lrrk2","Leucine-rich repeat serine/threonine-protein kinase 2",47972.6729134103,47401.8348266097,54641.3528450516,57696.0817910156,62226.4418242496,57605.9642224653,58284.636585221,59458.5065105538
"Q5SF07","Igf2bp2","Insulin-like growth factor 2 mRNA-binding protein 2",547256.944086454,550384.294001865,515696.741505019,535913.937360056,544658.354932009,512345.490557117,519231.073509348,514146.093216352
"Q5SFM8","Rbm27","RNA-binding protein 27",139762.835899749,132462.880386003,124348.871218887,114466.911750568,127475.644628715,111210.589926368,122470.513394741,110843.501230657
"Q5SNZ0","Ccdc88a","Girdin",173986.701107876,157435.713750266,152174.609192033,165832.951906013,166337.651114948,154730.274483692,174993.096892586,148738.356837283
"Q5SPL2","Phf12","PHD finger protein 12",1866.96388203795,2154.69958822276,1767.76612598051,1486.76150658102,1933.70389715835,2318.48905123555,1805.38503775431,1684.80604119706
"Q5SPW0","Vps54","Vacuolar protein sorting-associated protein 54",5353.74543293077,5475.65496704735,4038.26165729608,4155.29007865999,4644.82673985544,3970.54418652918,4247.59952385788,4089.10804593654
"Q5SRX1","Tom1l2","TOM1-like protein 2",36985.6387383618,51938.4681859171,43582.2185062701,45637.3776528466,45328.45055671,54944.9692650764,48028.5960633321,51543.722749232
"Q5SS80","Dhrs13","Dehydrogenase/reductase SDR family member 13",38801.4170652806,35851.3171495407,34137.4356927689,34510.0864510691,33172.3108019923,39230.7634445434,37555.1365861194,35704.3718863772
"Q5SSH7","Zzef1","Zinc finger ZZ-type and EF-hand domain-containing protein 1",311558.323680482,316732.643933479,304279.456820759,319423.669836666,308791.699247059,302313.326318483,304035.947777889,291174.560746467
"Q5SSH8-2","Cyb5d2","Neuferricin",1253.36845342464,1842.54306145519,1746.7768184161,1483.20702296853,888.23316878318,1985.01885040247,1196.01584080733,1683.98563530932
"Q5SSI6","Utp18","U3 small nucleolar RNA-associated protein 18 homolog",101914.673215168,103422.156783252,99859.3177746506,98166.7311797017,98146.9281688757,100933.99458174,107465.992843768,100761.738377769
"Q5SSK3","Tefm","Transcription elongation factor, mitochondrial",56165.51789655,60369.6613998894,54457.7217532682,58080.9533777238,61607.8938519892,64631.6302975502,59188.3870367317,57786.9295142965
"Q5SSL4-2","Abr","Active breakpoint cluster region-related protein",66998.4013047672,79046.7675657667,80335.510027767,75670.4142698004,77584.5710251409,90499.3756911524,82775.685058653,84043.5071975327
"Q5SSW2","Psme4","Proteasome activator complex subunit 4",194360.0187333,179581.709893563,184528.764922795,203367.114026067,198636.859317041,198413.655227086,194599.532405527,172901.56634723
"Q5SSZ5","Tns3","Tensin-3",269448.689688587,260934.472853015,226267.371882514,231465.405718478,217839.253419388,227927.449533418,212828.456834808,217686.908454196
"Q5SUC9","Sco1","Protein SCO1 homolog, mitochondrial",8678.43010977752,9328.80143338195,6248.02001358225,9322.32442335371,8182.37093868036,7479.17339256053,8640.64178629868,5469.44095204844
"Q5SUE8","Ankrd40","Ankyrin repeat domain-containing protein 40",10321.2135137366,9709.94569371562,8709.95425350463,8574.79677251529,11403.3767589281,9041.68185181029,6889.90126892276,9045.07746299967
"Q5SUF2","Luc7l3","Luc7-like protein 3",46376.6750005285,45397.4558788941,39447.9333018074,40948.0461585408,38077.2801636768,40147.7051996895,41286.1430052889,32578.7280048479
"Q5SUQ9","Ctc1","CST complex subunit CTC1",32071.2684767945,33375.8505354737,34550.9351915499,33257.7233916008,30372.811681952,33747.2451025941,32695.6380264082,30611.3946860625
"Q5SUR0","Pfas","Phosphoribosylformylglycinamidine synthase",326840.108128224,331109.98845742,319923.791584964,308141.047701023,305312.66564586,335780.312610432,313462.118343749,310664.533218412
"Q5SV80","Myo19","Unconventional myosin-XIX",1023.24696060582,782.383143211341,950.643256712038,1091.6214116589,958.212049870046,1026.03878014527,1124.35240414946,842.577356849672
"Q5SV85","Synrg","Synergin gamma",59606.0152294842,51427.7099792414,71250.0803833879,50942.6616629351,53906.9501050612,61778.089727238,60108.9724162378,60204.4605639756
"Q5SVQ0","Kat7","Histone acetyltransferase KAT7",37501.7272625552,46771.6085387689,47314.157950271,42284.5319968381,41555.7635623706,39269.8641424539,44664.075907266,46509.8352829814
"Q5SVR0","Tbc1d9b","TBC1 domain family member 9B",228985.450123672,233650.042083619,245698.502203726,230618.628986327,256130.553760541,252733.823702753,238509.035562033,238784.671364627
"Q5SW19","Cluh","Clustered mitochondria protein homolog",174829.861059177,162809.401734874,142136.12302756,174117.979275586,150709.234933544,181156.977522554,169273.453104697,161194.784532215
"Q5SWD9","Tsr1","Pre-rRNA-processing protein TSR1 homolog",470930.871154856,450111.453191144,466757.585279254,455447.833547412,457122.168038498,474779.00881325,517075.705957574,421476.961576071
"Q5SWU9","Acaca;Acacb","Acetyl-CoA carboxylase 1;Biotin carboxylase;Acetyl-CoA carboxylase 2;Biotin carboxylase",568863.217209969,581670.92623848,595855.870370911,644680.750833278,622179.46353698,712700.951272614,707139.927159979,711187.610566613
"Q5SWW4","Med13","Mediator of RNA polymerase II transcription subunit 13",13955.072310786,13354.9878088718,16392.7506054272,10318.1722487871,11322.4797968854,12226.3627886241,9661.13280407236,11917.1133744833
"Q5SXY1","Specc1","Cytospin-B",181591.664116824,189107.971856373,177252.491913323,183119.511552912,193917.978758797,183407.627875886,183903.437905136,180301.873576354
"Q5SYD0","Myo1d","Unconventional myosin-Id",1793602.93243173,1783490.59893213,1711432.64963481,1884210.33734511,1773910.81886957,1794621.54732707,1820470.973121,1848466.04287117
"Q5SYH2","Tmem199","Transmembrane protein 199",28234.4868950327,22808.5896083892,24716.6841154646,29341.373600225,25594.5608346681,34769.8397798146,30725.3074919561,29120.2044343706
"Q5SYL3","Kiaa0100","Protein KIAA0100",46909.7882450862,42349.6504286102,44955.2436933701,50644.6774534211,44201.5498576156,50876.4909989101,51866.6284673639,47159.8018475384
"Q5U3K5","Rabl6","Rab-like protein 6",114517.793359188,113577.151164184,114852.984004359,113746.338933791,102468.854813691,135238.272683843,116966.963846529,123449.6530001
"Q5U419","Mfsd3","Major facilitator superfamily domain-containing protein 3",4496.69835967582,5639.04696759867,5397.84151984036,5654.68974919654,3317.96181790099,5838.80794778214,7598.44015100091,5939.43097498386
"Q5U430","Ubr3","E3 ubiquitin-protein ligase UBR3",27081.5587220558,29028.2746884232,34567.3616061655,28252.6155225873,28515.0185366361,26850.9354814776,24849.0896742952,30553.7611724492
