"Leading.razor.protein","Gene.names.syn","Protein.names.syn","pVal.syn","phase.syn","peak.shape.syn","period.syn","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","Av_expr.syn","Amplitude.syn","CV.syn","Gene.names.tot","Protein.names.tot","pVal.tot","phase.tot","peak.shape.tot","period.tot","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr.tot","Amplitude.tot","CV.tot"
"P11679","Krt8;Krt84;Krt6a;Krt6b;Krt76","Keratin, type II cytoskeletal 8;Keratin, type II cuticular Hb4;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6B;Keratin, type II cytoskeletal 2 oral",0.405487804878049,6,18,24,198460.63998701,176373.655396132,153173.118743752,126937.902203925,145210.574350213,135120.234342921,122461.44591471,131529.239965648,148658.351363039,0.511233935903824,0.178255092850454,"Krt8;Krt84;Krt6a;Krt6b;Krt76","Keratin, type II cytoskeletal 8;Keratin, type II cuticular Hb4;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6B;Keratin, type II cytoskeletal 2 oral",0.833148558758315,6,18,24,506677.753712634,416598.917900215,370223.314623235,358584.546962255,346677.822690542,337004.44527544,318203.557896327,314724.782389663,371086.892681289,0.517272302279433,0.171477116518636
"P11688","Itga5","Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain",0.753526093088858,6,12,24,283116.76620056,255853.294544006,260640.70300523,273022.840208653,274966.945962208,326406.72365212,288604.899353213,312758.743342402,284421.364533549,0.248059526835551,0.0859776738237003,"Itga5","Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain",0.914315937940762,24,12,24,478819.293533642,449902.406068879,452559.766837609,491468.523563505,480799.441949058,534426.461892939,508108.271933033,520108.185267353,489524.043880752,0.172665790129504,0.0619020760328762
"P11881-2","Itpr1","Inositol 1,4,5-trisphosphate receptor type 1",0.833148558758315,6,18,24,128524.818129956,127957.597837214,123748.243116085,119332.013701596,115691.685465691,109617.916589555,107729.079026729,102268.656425032,116858.751286482,0.224682887810057,0.0832733933974599,"Itpr1","Inositol 1,4,5-trisphosphate receptor type 1",0.914315937940762,6,12,24,341778.546909857,335493.24684425,334141.400086044,336031.233963869,323413.006024839,308758.566123563,310357.958480987,308417.061386421,324798.877477479,0.10271428824673,0.0427921313454163
"P11983","Tcp1","T-complex protein 1 subunit alpha",0.846614950634697,12,12,24,921880.872073651,948622.112886833,935623.499841202,940299.3641134,905438.748155625,895805.252783358,855087.013056545,847283.556827331,906255.052467243,0.111821231543606,0.0422579131394322,"Tcp1","T-complex protein 1 subunit alpha",0.846614950634697,12,12,24,3352201.74185443,3444151.87436852,3606254.63142375,3386133.93549398,3416312.47026397,3337893.5966936,3262588.74263369,3294337.88748191,3387484.36002673,0.101451653281537,0.0315357428895903
"P12023","App","Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31",0.442350332594235,12,18,24,649600.020765064,707021.697468849,667187.35165096,639310.691577872,633224.108239677,666414.217682448,636095.741397416,660541.714304614,657424.442885863,0.112252579026765,0.0367031012219225,"App","Amyloid beta A4 protein;N-APP;Soluble APP-alpha;Soluble APP-beta;C99;Beta-amyloid protein 42;Beta-amyloid protein 40;C83;P3(42);P3(40);C80;Gamma-secretase C-terminal fragment 59;Gamma-secretase C-terminal fragment 57;Gamma-secretase C-terminal fragment 50;C31",0.442350332594235,12,18,24,723338.135949605,806422.965807701,772420.338508782,744297.220592442,755073.864818386,801389.257367555,773879.737362874,807342.175159725,773020.461945884,0.108669877895161,0.0400667446769638
"P12265","Gusb","Beta-glucuronidase",0.753526093088858,6,6,24,3639.31521698982,4579.03072252505,5283.03023719766,3316.40801279509,4214.57070111091,3475.66040361863,3568.08402324706,6516.67681928496,4324.09701709615,0.740101064762653,0.256030587203585,"Gusb","Beta-glucuronidase",0.914315937940762,24,12,24,39359.7273697454,48097.3980299991,44602.7320886707,44692.3861491962,50575.6281353345,42455.8697090259,47467.7984589804,60078.7202262933,47166.2825209057,0.439275511004382,0.132920543864147
"P12787","Cox5a","Cytochrome c oxidase subunit 5A, mitochondrial",0.0734478935698448,12,6,24,47095.3502935041,47531.8453663945,38963.044193431,41368.0758119529,42991.8786565908,41511.9019302239,40600.3794483475,40546.3309603883,42576.1008326041,0.201258476126157,0.0736477222492887,"Cox5a","Cytochrome c oxidase subunit 5A, mitochondrial",0.0193935119887165,6,12,24,251560.944446026,231450.596804792,199478.483747102,216805.407747046,224768.478023601,216921.42628349,195967.418763833,216157.524961395,219138.785097161,0.253690945934305,0.0804779400422371
"P12815-2","Pdcd6","Programmed cell death protein 6",0.828159645232816,6,12,24,18779.3746004245,20818.531272161,20640.3500657529,18396.6113153916,19643.7963444794,18127.0568957335,16781.21114293,18607.3549043027,18974.2858176469,0.212778502866027,0.0708736258658294,"Pdcd6","Programmed cell death protein 6",0.846262341325811,6,12,24,46016.7994510826,47318.7431141262,57925.4117725772,43453.8943500533,52764.6543426026,43716.3496916823,43389.0178388988,51012.7886051869,48199.7073957762,0.301586767204156,0.109403766811451
"P12970","Rpl7a","60S ribosomal protein L7a",0.846614950634697,12,12,24,277444.502194019,232170.35306184,196640.899742459,243986.242919049,230538.67209413,263697.191442756,281742.335815256,227239.578153188,244182.471927837,0.348515744807215,0.117635363482934,"Rpl7a","60S ribosomal protein L7a",0.846614950634697,6,12,24,992513.06343894,810253.889408983,807367.116304249,883629.029681856,874531.001111104,1027436.27927132,1009499.67204417,816902.572980774,902766.578030174,0.243771943182987,0.103561160390401
"P13020-2","Gsn","Gelsolin",0.753526093088858,6,6,24,998534.567587936,1001274.7938675,1018654.18649637,1081009.38797611,996348.789087665,930032.989834774,938231.613169588,909175.237734692,984157.695719329,0.174600220055001,0.0568075758140498,"Gsn","Gelsolin",0.920310296191819,24,6,24,2714283.87063347,2873150.33158935,3016645.02357484,3055064.56117323,2926733.31523629,2781369.36851913,2801121.51708805,2824433.1396,2874100.1409268,0.118569525705486,0.0411201468493815
"P13439","Umps","Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase",0.963137472283814,12,6,24,11185.248431625,10188.4218194195,8418.79159562803,10809.392054571,9789.84293431317,12812.365411306,10624.2147885694,11069.8479485249,10612.2656229946,0.414009031790345,0.118577033149084,"Umps","Uridine 5-monophosphate synthase;Orotate phosphoribosyltransferase;Orotidine 5-phosphate decarboxylase",0.881513303769401,24,18,24,60852.0103802686,46390.9061600921,46168.4984006245,55136.4932561496,43577.9696959769,50983.1701877265,50162.8152591703,46660.0296217027,49991.4866202139,0.345539647890907,0.113470652439249
"P13516","Scd1","Acyl-CoA desaturase 1",0.923579946146942,12,18,24,110703.698780938,119628.093013649,112463.710332286,120075.819990282,124036.443619966,149892.72763472,146398.467280935,141888.517112845,128135.934720703,0.305839489439104,0.121607975441008,"Scd1","Acyl-CoA desaturase 1",0.846262341325811,18,12,24,147693.659046011,150458.350128753,144696.981382401,160829.094960165,161862.490731032,193613.127386592,194485.08609503,175948.325384374,166198.389389295,0.299570320119095,0.119191152709638
"P13595-2","Ncam1","Neural cell adhesion molecule 1",0.080394922425952,6,12,24,24962.4559019479,23213.3946786047,20835.6969727314,24920.572821708,25625.9101920138,22291.3287831698,21514.1496791942,20536.6038611428,22987.5141113141,0.221394375495614,0.0869136291330581,"Ncam1","Neural cell adhesion molecule 1",0.930570953436807,6,6,24,75376.4888317323,70035.9453614553,61207.6317413083,81771.0802506704,82811.5016593515,76148.8266877934,82624.4495712997,71920.5754527627,75237.0624445467,0.2871439848408,0.0992555506263955
"P13808","Slc4a2","Anion exchange protein 2",0.914315937940762,12,12,24,19082.9154939013,18266.9534946333,16405.4271510027,18772.9595172368,18702.0654356653,22555.7977135818,19674.3018568454,16801.1840308335,18782.7005867125,0.327448682588811,0.100558232216124,"Slc4a2","Anion exchange protein 2",0.220028208744711,12,12,24,34522.8732800911,34841.3290121194,29440.5528873611,32247.1931780383,34268.0889727796,40499.5893857143,37651.9418530713,31668.5036767005,34392.5090307345,0.321553640895185,0.101140593583272
"P13864","Dnmt1","DNA (cytosine-5)-methyltransferase 1",0.442350332594235,6,18,24,47374.7947098987,35777.5352249564,34246.5612424175,31850.318688439,34205.5379409338,30864.4961935231,34066.3267280997,26917.1768332333,34412.8434451877,0.59447624283794,0.172057817643211,"Dnmt1","DNA (cytosine-5)-methyltransferase 1",0.442350332594235,6,18,24,63992.0241767886,50609.6402911532,46769.1849825901,45205.5433430507,47093.7362102899,43234.7975350823,47423.0987388765,37489.2764995921,47727.1627221779,0.555296945503973,0.159494259270076
"P14069","S100a6","Protein S100-A6",0.442350332594235,12,6,24,123757.8251444,130151.389800918,93213.6856657249,117960.960409834,96330.321758078,118464.260559728,117272.056232497,119200.098094099,114543.82470816,0.322476608663145,0.112934482500967,"S100a6","Protein S100-A6",0.750554323725055,12,6,24,311369.540009757,328470.497167019,257178.741191308,308866.993673208,230910.686125634,310534.72001992,294887.908532483,286160.338745099,291047.428183054,0.335202450165699,0.111053553413692
"P14094","Atp1b1","Sodium/potassium-transporting ATPase subunit beta-1",0.881513303769401,6,18,24,113404.745746892,111097.725978814,114358.389678217,104135.843787722,103311.432763803,100980.15071917,96031.8873839192,100833.771103065,105519.2433952,0.173679242805596,0.0631466377756554,"Atp1b1","Sodium/potassium-transporting ATPase subunit beta-1",0.846614950634697,12,12,24,401810.623288946,420489.346931586,426720.569293622,374569.191053758,380445.425436355,376759.88672698,369363.791879164,383516.436037447,391709.408830982,0.146426856545605,0.0559872957293671
"P14115","Rpl27a","60S ribosomal protein L27a",0.846262341325811,6,12,24,425551.910827138,297805.532913271,286116.07467046,381016.796350094,262004.873364798,398377.589249035,377277.386269149,298396.351533564,340818.314397189,0.479865754138267,0.1798195797673,"Rpl27a","60S ribosomal protein L27a",0.846614950634697,12,12,24,567891.855689801,435085.752746747,407584.792657082,504392.09362304,381851.350844656,526878.638095757,510373.235204321,425900.076626398,469994.724435975,0.395835304467313,0.14035446084693
"P14131","Rps16","40S ribosomal protein S16",0.846262341325811,12,12,24,145246.652458598,114482.045007228,93537.5448462489,136145.196755681,107406.705998361,166929.305824275,156814.328138014,116098.530393151,129582.538677695,0.566370760497064,0.19837651774894,"Rps16","40S ribosomal protein S16",0.846614950634697,12,12,24,653884.150236996,564251.662323626,443396.635454081,601239.564304761,541499.517721192,663146.021612066,715608.374519671,541640.695953106,590583.327765687,0.460920121289962,0.14619005418685
"P14148","Rpl7","60S ribosomal protein L7",0.846614950634697,12,12,24,247981.702306785,228491.226892094,198523.614863888,228160.850420988,208040.226858627,230995.182940995,259537.405656591,218115.902397967,227480.764042242,0.268215165574937,0.0873825627953747,"Rpl7","60S ribosomal protein L7",0.753526093088858,6,18,24,380332.256460924,339355.450550308,311240.636708074,353710.709335588,325839.41426432,355604.701078631,401454.703050636,329006.383693274,349568.031892719,0.258072987550098,0.085488419939571
"P14152","Mdh1","Malate dehydrogenase, cytoplasmic",0.753526093088858,6,6,24,448558.536005917,476364.192551365,534063.385258704,512156.364463122,471711.279509378,436151.488126828,428776.970981285,439326.808332435,468388.628153629,0.224784309329742,0.0812958919850913,"Mdh1","Malate dehydrogenase, cytoplasmic",0.881513303769401,18,18,24,1945489.13162634,2158977.57324425,2274903.43204966,2189837.92138152,2183244.35202179,2115016.45862281,2065774.14084972,2157116.34604007,2136294.91947952,0.154198887718919,0.0458179164136101
"P14206","Rpsa","40S ribosomal protein SA",0.914315937940762,12,12,24,571404.057320323,508484.780142404,556388.009342915,549339.961921646,532931.325894991,606152.258347752,559903.003298076,527256.252654331,551482.456115305,0.177099882548082,0.0542478197925277,"Rpsa","40S ribosomal protein SA",0.914315937940762,12,12,24,860544.167594679,793211.096937874,851752.656462236,826130.531648142,824900.188118287,899068.619156963,847056.48346448,815330.435082835,839749.272308187,0.126058486395734,0.0384999383583936
"P14211","Calr","Calreticulin",0.473946784922395,24,12,24,1334159.92029963,1352470.23484624,1419674.05445862,1395969.81464179,1366725.31774819,1345589.36501179,1301239.14156432,1437322.06288728,1369143.73893223,0.0993927207592449,0.0333503970018644,"Calr","Calreticulin",0.314174894217207,6,6,24,6207608.85337287,5843671.98871807,6048972.53603507,6158354.77604712,6321452.67548316,6253978.02140908,6064339.1581657,6422338.52480132,6165089.56675405,0.0938618214411313,0.0292303596896937
"P14576","Srp54","Signal recognition particle 54 kDa protein",0.110014104372355,24,18,24,6174.20856771405,6119.49742092993,6922.85097323307,7855.30561772553,7177.16777174607,6275.56826452305,5646.39154339892,7606.02042218761,6722.12632268228,0.328603475789072,0.117037281384394,"Srp54","Signal recognition particle 54 kDa protein",0.080394922425952,24,12,24,11435.2727306519,10450.1703884795,12669.3917700724,13136.6266045636,11940.662763404,10728.6094435118,9872.67206123632,13448.742169947,11710.2684914833,0.305379002309938,0.111965240163106
"P14602","Hspb1","Heat shock protein beta-1",0.51410437235543,24,6,24,141334.337231875,145953.178115164,156165.721967607,142237.197451848,131145.775577397,134366.923147567,136041.624740133,153103.289504539,142543.505967016,0.175524982499024,0.0621450135707916,"Hspb1","Heat shock protein beta-1",1,6,18,24,472178.967569905,533769.775606191,511866.242049375,477154.500005689,510001.434484154,425790.219142556,446474.388707537,489013.533154369,483281.132589972,0.223430109685758,0.0739211659189679
"P14685","Psmd3","26S proteasome non-ATPase regulatory subunit 3",0.828159645232816,24,6,24,73257.9601896603,67936.4121750181,73326.2566247571,70636.9026612787,61110.2788546591,62429.6527999294,61599.3350229349,75464.3011682216,68220.1374370574,0.210407408322888,0.0854305803685338,"Psmd3","26S proteasome non-ATPase regulatory subunit 3",0.314174894217207,18,18,24,393765.388653841,363940.04366803,420097.752191772,390752.262512155,337554.130918231,393677.393146947,444112.371054241,462534.411732867,400804.219234761,0.311823765361692,0.101650621619838
"P14733","Lmnb1","Lamin-B1",0.914315937940762,6,12,24,70335.0014812757,58014.2374012652,55000.7777206859,61556.341637861,49953.9297911165,54498.1161751889,49611.4575206395,42388.2970431045,55169.7698463921,0.506558292992386,0.153315445932063,"Lmnb1","Lamin-B1",0.881513303769401,6,18,24,206589.184922725,187032.534176009,156014.312643719,193642.509440728,171853.848485391,185246.715548942,193961.998405354,150631.573895241,180621.584689764,0.309805780541661,0.108048929229145
"P14824","Anxa6","Annexin A6",0.258110014104372,12,6,24,135461.521422084,139101.789011922,123685.121517843,119675.863594148,124474.820657556,130827.474295955,124494.778357139,128513.62179292,128279.373831196,0.15143452012275,0.0509637180875378,"Anxa6","Annexin A6",0.822028465187845,12,6,24,622049.528506734,619015.844530822,600234.210511476,609373.407103474,609822.103819226,636697.832551608,632645.143291485,643009.754153765,621605.978058574,0.0688145628455624,0.0240151056377912
"P14869","Rplp0","60S acidic ribosomal protein P0",0.750554323725055,6,12,24,352585.630086809,326135.369345281,288110.902826675,346929.823505649,276446.104593804,321566.678971669,299865.364634161,318843.005828777,316310.359974103,0.240711450295965,0.0848207839510058,"Rplp0","60S acidic ribosomal protein P0",0.739421720733427,6,12,24,1335572.92650806,1233604.89515674,1149218.84024356,1263929.0852045,1156623.505912,1191872.26679108,1172083.75193876,1098259.27669697,1200145.56855646,0.197737387887481,0.0623954223324171
