"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1","S2","S3","S4","S5","S6","S7","S8","Av_expr","Amplitude","CV"
"Q32MD9","Cdon","Cell adhesion molecule-related/down-regulated by oncogenes",0.923579946146942,12,6,24,1261.35169198148,2878.5002154269,1578.76096027971,1653.03235112096,1743.36821813338,1519.35587554535,1147.44293380431,1536.10747404533,1664.73996504218,1.03983644171042,0.317445988826744
"Q32NY4","Cnnm3","Metal transporter CNNM3",0.258110014104372,12,6,24,29933.8027673769,29321.0316570301,24642.6638520731,28216.4782725269,26723.9374450344,26799.2739376061,25046.8770797052,24903.2156206836,26948.4100790045,0.196343268481955,0.0759679560667426
"Q3B7Z2","Osbp","Oxysterol-binding protein 1",0.750554323725055,18,18,24,516577.54396921,508627.263765731,545793.887588071,523463.766093365,516142.046858253,495964.293686345,511835.903614624,500615.672173788,514877.547218673,0.0967795045072396,0.0297595850110227
"Q3KNM2","Mar-05","E3 ubiquitin-protein ligase MARCH5",0.764966740576497,12,6,24,10069.0917007088,9221.32580635264,6738.88589725047,7202.96356940487,5756.8375836621,9024.76522862101,6787.87976538801,7576.65347469237,7797.30037826003,0.553044503591252,0.190225607730595
"Q3SXD3","Hddc2","HD domain-containing protein 2",0.930570953436807,18,18,24,23802.8612124307,21703.2297570404,27867.8179858957,22744.7456937179,28289.9513244918,28143.1831582781,28492.42567609,37302.5225556824,27293.3421704534,0.571542052315203,0.179381096724846
"Q3TAA7","Stk11ip","Serine/threonine-protein kinase 11-interacting protein",0.881513303769401,6,18,24,36986.5298905728,34678.5256789168,33862.749537252,40363.1361329739,37750.769364699,36913.6925533357,40400.1474231941,32668.5624495547,36703.0141288124,0.210652589634866,0.0775633926811903
"Q3TAP4","Ap5b1","AP-5 complex subunit beta-1",0.828159645232816,24,18,24,8606.58096276592,6613.79695945909,8389.0307827734,9482.27618591588,9833.15039154279,9855.30051921347,9000.43087586082,10157.5478467665,8992.26431553723,0.394088826012861,0.127626575699711
"Q3TAS6-2","Emc10","ER membrane protein complex subunit 10",0.710920177383592,6,12,24,31236.4630774723,30573.5999203041,28277.4643750755,33534.5781707516,39252.9081721078,36890.1916157314,32462.0648997402,35495.7836894209,33465.3817400755,0.327964099805531,0.107504886190985
"Q3TB48","Tmem104","Transmembrane protein 104",0.923579946146942,24,18,24,961.655346856211,730.201443987651,493.410963957426,2124.07054473539,1915.86530032109,2510.933367014,1864.21529159604,1782.41383169017,1547.84576126975,1.30343891719646,0.468058134911019
"Q3TB82","Plekhf1","Pleckstrin homology domain-containing family F member 1",0.914315937940762,18,12,24,214962.808053055,221292.627276208,234824.519921045,238834.047718488,253995.054497811,263878.150649561,268912.400354466,236357.705647238,241632.164264734,0.223271568441954,0.0797424234462199
"Q3TBT3","Tmem173","Stimulator of interferon genes protein",0.881513303769401,12,6,24,129134.546186639,129627.43266596,130803.945174723,139244.920806288,137251.453602954,138769.997638899,125843.386618905,124388.607538611,131883.036279122,0.112647643600156,0.0441105490432926
"Q3TBW2","Mrpl10","39S ribosomal protein L10, mitochondrial",0.846614950634697,12,12,24,5911.03118121173,3487.56334891057,3652.24091382884,3790.85677272358,3446.24497067473,4085.00996020517,3593.75115922916,3084.1108334628,3881.35114253082,0.728334088810539,0.22385560523452
"Q3TC33","Ccdc127","Coiled-coil domain-containing protein 127",0.753526093088858,6,12,24,95728.3131321008,96528.8816971357,99289.564541779,89607.5445143847,94684.6929379034,91051.9516162874,83885.7783707846,100485.261593603,93907.7485504973,0.176763722685698,0.0583399379578529
"Q3TC46","Patl1","Protein PAT1 homolog 1",0.0736953455571227,12,12,24,57282.8928094423,63897.4762384596,65555.2857904406,51240.744608105,63811.88472966,69171.5657352588,60357.356599776,59777.6444008822,61386.8563640031,0.292095445005852,0.0899856323808957
"Q3TC72","Fahd2","Fumarylacetoacetate hydrolase domain-containing protein 2A",0.833148558758315,18,6,24,26440.8574136914,28712.902192121,31232.6980415721,28599.2764104612,31667.5929203418,27347.5953826576,30266.9926762571,23996.6671147379,28533.07276898,0.268843312730882,0.0903469254321062
"Q3TC93","Hs1bp3","HCLS1-binding protein 3",0.764966740576497,12,12,24,112018.76120583,116641.451425952,98069.4469672738,104831.299091035,104980.271340953,114116.501120566,121964.637607601,119518.78073976,111517.643687371,0.214272736135952,0.0738454643520958
"Q3TCH7","Cul4a","Cullin-4A",0.881513303769401,6,6,24,409714.191132351,386264.581789427,394301.309214736,382970.323044623,376934.193504815,362585.279447578,371904.44208786,380151.804361505,383103.265572862,0.12301882004138,0.0373956477504427
"Q3TCJ1","Fam175b","BRISC complex subunit Abro1",0.258110014104372,12,6,24,11302.5020577414,11540.7660275122,11161.5864951249,11327.8134453501,11136.8638237224,11363.6150059706,10878.0313151253,9998.08145233829,11088.6574528606,0.139122755097456,0.043441409240279
"Q3TCN2","Plbd2","Putative phospholipase B-like 2;Putative phospholipase B-like 2 28 kDa form;Putative phospholipase B-like 2 40 kDa form;Putative phospholipase B-like 2 15 kDa form",0.51410437235543,24,6,24,112123.935732399,126666.873356922,147083.972044791,136661.512243162,129370.490473967,153849.495809256,148952.121914462,185523.305828541,142528.963425438,0.51497862842832,0.155134350206374
"Q3TCT4","Entpd7","Ectonucleoside triphosphate diphosphohydrolase 7",0.930570953436807,18,18,24,4936.6119355001,4045.17096983967,6966.72635182648,4085.87891256048,6717.97258433922,6635.46947313809,6582.64083447184,6370.34916751597,5792.60252864898,0.504359718716659,0.212461012762836
"Q3TCX3","Kiaa0907","UPF0469 protein KIAA0907",0.080394922425952,12,12,24,67650.520500835,59187.3257616143,48319.0083752147,42239.1135951229,43235.600585021,53418.0363630966,45376.1105667421,40172.1998002388,49949.7394434857,0.550119400155947,0.190588278988674
"Q3TDD9","Ppp1r21","Protein phosphatase 1 regulatory subunit 21",0.473946784922395,12,12,24,446241.220664128,506593.214905534,488113.445243886,468160.147980525,539206.965707686,499789.67906431,502237.142838862,454114.14350042,488056.994988169,0.190481329021443,0.0628918924545525
"Q3TDN2","Faf2","FAS-associated factor 2",0.405487804878049,24,6,24,704652.609623265,703336.676494337,745975.768309057,757511.267190745,724370.13940298,770096.531454949,791613.741286168,857332.869494241,756861.200406968,0.203466887874685,0.0674495229315048
"Q3TDQ1","Stt3b","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B",0.00831485587583148,12,18,24,163678.205078818,189505.258208951,176019.679356658,168198.954428407,160006.883543404,186776.031444307,173363.236677866,173931.534663912,173934.97292529,0.169594269452742,0.0592758873621783
"Q3TEA8","Hp1bp3","Heterochromatin protein 1-binding protein 3",0.750554323725055,6,18,24,2748017.66757359,1851196.61302725,1831929.42522871,2006900.54693318,2044432.1512614,1864016.675861,2586012.46142075,1708081.46898574,2080073.37628645,0.499951689418017,0.182411570897001
"Q3TFD2","Lpcat1","Lysophosphatidylcholine acyltransferase 1",0.442350332594235,6,18,24,1781.09765337421,1050.06592354313,1461.54531030647,1002.66058569068,1429.15100637356,1327.09389462762,790.082489592313,836.711454752376,1209.80103978254,0.819155490195335,0.285552916435626
"Q3TFQ1","Spryd7","SPRY domain-containing protein 7",0.473946784922395,18,12,24,87383.1368178939,92173.2140557722,123485.571872977,84418.3933827688,98354.0278304706,103662.179935305,106644.301166967,136510.51473282,104078.917474372,0.500505987323305,0.173211880382643
"Q3TGF2","Fam107b","Protein FAM107B",0.917960088691796,12,12,24,276169.833926608,275547.589440227,254014.62809694,258067.457281342,248810.341550062,255024.273704295,266520.828643562,217869.448764216,256503.050175907,0.227289247135308,0.0723739692486236
"Q3TH73","Ttyh2","Protein tweety homolog 2",0.914315937940762,24,12,24,33458.5882469345,24952.5935043854,31106.4377237982,29461.9397096476,29927.1476530155,31329.5861465543,32436.582522392,35151.4183180447,30978.0367280965,0.329227604162828,0.0987806894584406
"Q3THE2","Myl12b","Myosin regulatory light chain 12B",0.750554323725055,24,12,24,2116933.65530454,2251141.63874245,2184219.43886134,2362664.75367212,2405131.93210719,2220170.85282517,2379932.06008723,2436709.2679138,2294612.94993923,0.139359281755003,0.0509041139957521
"Q3THG9","Aarsd1","Alanyl-tRNA editing protein Aarsd1",0.473946784922395,24,12,24,47574.2350467395,41019.8055296469,47850.4499681849,51305.5250719427,50812.4220856182,52500.8312353739,49073.9806959448,57757.9076560179,49736.8946611836,0.3365329146581,0.0962010396758985
"Q3THJ3","Eif1ad","Probable RNA-binding protein EIF1AD",0.0881374722838137,12,18,24,103580.292394534,128058.765719714,116137.184875389,121736.521887707,116579.22789653,127276.62099038,126554.133360392,119118.422666546,119880.146223899,0.204191220116313,0.0676767924350135
"Q3THK3","Gtf2f1","General transcription factor IIF subunit 1",0.846614950634697,24,12,24,10680.8305622159,10823.2935984247,11273.3875121322,9669.28151819537,9992.19330310385,9069.74116093263,8888.10602841634,12811.6634443209,10401.0621409677,0.37722661039111,0.123726932261528
"Q3THK7","Gmps","GMP synthase [glutamine-hydrolyzing]",0.212860310421286,6,18,24,634735.601281964,583598.56800346,568922.177969252,556646.154179512,571125.244644305,544689.53722016,514362.522726059,491406.821185449,558185.82840127,0.256776100007825,0.0782453481596623
"Q3THS6","Mat2a","S-adenosylmethionine synthase isoform type-2",0.917960088691796,12,12,24,892880.58214419,832525.087822434,863126.057375746,836284.39020589,799222.783053209,868028.098922882,822516.496278727,790959.571958924,838192.88347025,0.121596129238532,0.0416558633715147
"Q3THW5","H2afv;H2afz","Histone H2A.V;Histone H2A.Z",0.739421720733427,12,12,24,139948.028468596,142612.687719298,129160.289736949,149703.001479489,140611.127648255,156838.369365082,178597.427378151,128629.388123043,145762.539989858,0.342804394452682,0.111703824780779
"Q3TIR3","Ric8a","Synembryn-A",0.416574279379157,12,12,24,191724.343240922,189042.781041677,177088.410282885,174410.61201255,194167.994215771,204473.84808493,195912.436003225,181336.6720327,188519.637114332,0.15947005061413,0.0542797281718926
"Q3TIU4","Pde12","2,5-phosphodiesterase 12",0.881513303769401,18,18,24,44609.4087720958,51592.7618350364,61414.3894610832,49768.201035974,54365.672846574,49179.0344832965,44788.4519873192,56302.2307241912,51502.5188931963,0.326294345405452,0.11141584486076
"Q3TIV5","Zc3h15","Zinc finger CCCH domain-containing protein 15",0.0881374722838137,6,18,24,40916.3347671928,40527.5235866525,43695.2768537789,38319.5252742335,50906.867784343,40737.7610684175,39036.7022438536,34411.4122073089,41068.9254732226,0.401652962354453,0.116455801888262
"Q3TIX9","Usp39","U4/U6.U5 tri-snRNP-associated protein 2",0.258110014104372,6,18,24,563004.903251739,519524.835886311,484525.186228961,484698.469079862,503071.986355306,507835.306090849,514866.558630357,467054.815770587,505572.757661746,0.189784924181669,0.0576824314285585
"Q3TJ91","Llgl2","Lethal(2) giant larvae protein homolog 2",0.0440687361419069,12,12,24,74059.2044948752,74928.0442604408,72918.2740454638,65864.9762821153,70473.6334955338,74338.2266081298,75046.0612610871,67723.2754235828,71918.9619839036,0.127658752653113,0.0489090146714237
"Q3TJD7","Pdlim7","PDZ and LIM domain protein 7",0.220028208744711,12,12,24,1099664.4694674,1128882.59367574,1048311.77748555,1095080.22042083,1081076.22378576,1130352.55396479,1122427.3347329,1049675.79926457,1094433.87159969,0.0749618397311882,0.0301015789140585
"Q3TKT4","Smarca4","Transcription activator BRG1",0.739421720733427,6,18,24,314054.756639891,290630.694039692,250136.574680957,280230.25501917,277086.279904508,280212.31525598,286230.2975956,253521.724876722,279012.862251565,0.229086865182953,0.0730163342696174
"Q3TKY6","Cwc27","Peptidyl-prolyl cis-trans isomerase CWC27 homolog",0.416574279379157,24,12,24,11513.992899649,9105.6442699623,10272.0758641644,10590.7813947341,9692.24696881382,10146.1448814953,10727.4369045875,11138.9583899679,10398.4101966718,0.231607388450355,0.0743827681104977
"Q3TL44","Nlrx1","NLR family member X1",0.881513303769401,12,18,24,322192.925721752,320285.429219372,316111.737880545,365600.953803119,337914.94945899,409013.053087714,392491.25917264,383653.686383149,355907.99934091,0.261026207276062,0.102607771906063
"Q3TLD5","Uri1","Unconventional prefoldin RPB5 interactor",0.753526093088858,12,18,24,45659.4831273869,41479.7825399608,46422.8728609417,48138.5690353019,41911.6758077019,47314.8833861243,44206.8650212717,38102.7259484306,44154.60721589,0.227288695782117,0.0775532473699024
"Q3TLH4","Prrc2c","Protein PRRC2C",0.442350332594235,6,18,24,708841.888318653,665383.007441322,571116.534026896,615749.416538451,660067.284906874,627521.407867054,702985.9592739,550461.400857177,637765.862403791,0.24833641434574,0.0903057040277572
"Q3TLI0","Trappc10","Trafficking protein particle complex subunit 10",0.562915742793792,12,12,24,25440.7247135583,21705.304576095,18930.3274706783,18440.9571885804,17780.3097593955,19931.1249227567,19055.3906020543,19526.0703310052,20101.2761955155,0.381090975500939,0.121931347245646
"Q3TLP5-3","Echdc2","Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",0.220028208744711,6,12,24,5053.66849154872,4051.49916795626,3197.06699278223,3742.67377264312,4780.31410667719,3166.34615359668,3610.12611651427,3498.21070529636,3887.48818837685,0.485486320857493,0.180069564069212
"Q3TLS3","Gdpgp1","GDP-D-glucose phosphorylase 1",0.828159645232816,18,12,24,19167.4772899185,17344.7611099532,17405.6114424364,21463.6505583819,18752.3628410285,22271.1902658445,23652.1538920674,20104.1488296495,20020.16952866,0.315051916672574,0.114335615502476
"Q3TMH2","Scrn3","Secernin-3",0.846262341325811,24,12,24,112800.375957558,122215.14159333,137320.770281799,113768.159513746,130011.132515564,126775.402717682,107382.002192075,154030.179914637,125537.895585799,0.371586424201928,0.120942492072148
"Q3TMV7","Pyroxd1","Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1",0.00762195121951219,6,18,24,5880.39782395872,5227.61034906754,4366.58715436645,4204.65790661128,5242.22630333534,4456.4665903555,4200.91249676691,3719.51519351252,4662.29672724678,0.463480288120199,0.153401790575816
"Q3TMW1","Ccdc102a","Coiled-coil domain-containing protein 102A",0.753526093088858,6,18,24,127327.270937067,124475.864435244,117393.87657182,119363.509133745,122579.616057734,124098.210346833,130242.482095893,124792.647183247,123784.184595198,0.10379844215229,0.0331244843738634
"Q3TMX7","Qsox2","Sulfhydryl oxidase 2",0.750554323725055,12,6,24,4649.95797429618,3832.60575769386,2762.67958405787,4375.56932697865,2986.22409512703,5179.82950170088,3755.01689024487,4621.44891633972,4020.41650580488,0.601218782718906,0.209902149761222
"Q3TN34","Micall2","MICAL-like protein 2",0.613540197461213,6,18,24,101801.979591819,102863.096788985,86386.717258825,86977.1279054841,91298.9702427633,81576.9813571128,86532.8454124077,73855.3992314481,88911.6397236056,0.326253094057329,0.109439187330218
"Q3TNH5","Fam172a","Protein FAM172A",0.473946784922395,12,12,24,103835.384714932,111284.579849781,114519.487228613,109241.91957586,111865.969720133,114795.698476758,109029.157305501,88940.7150428869,107939.113989308,0.239533033747453,0.0781103663597663
"Q3TPE9","Ankmy2","Ankyrin repeat and MYND domain-containing protein 2",0.753526093088858,6,18,24,21740.4008141054,19731.5292094351,19898.2691615473,17218.5110328506,16880.9006022324,16884.2081029335,16845.9672924112,17439.7781584985,18329.9455467518,0.267018443083239,0.102012068654044
"Q3TPR7-2","Tmem184c","Transmembrane protein 184C",0.562915742793792,18,12,24,948.334477868917,896.965025502724,1173.98165691192,1342.31124199555,1070.40177937663,1761.75994316186,1651.4788381027,1481.34538103911,1290.82229299493,0.669956602355128,0.249397700011966
"Q3TPX4","Exoc5","Exocyst complex component 5",0.662527716186253,12,12,24,342232.061268052,373331.944147313,365141.350924079,332583.158055362,357780.182835238,343860.248979931,333276.469817139,344741.11727279,349118.316662488,0.116719129725139,0.0424393229777756
