"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1H","S2H","S3H","S4H","S5H","S6H","S7H","S8H","FCav","anova_pval"
"P14685","Psmd3","26S proteasome non-ATPase regulatory subunit 3",0.828159645232816,24,6,24,73257.9601896603,67936.4121750181,73326.2566247571,70636.9026612787,61110.2788546591,62429.6527999294,61599.3350229349,75464.3011682216,1.12069965337664,0.689752480005757
"P14733","Lmnb1","Lamin-B1",0.914315937940762,6,12,24,70335.0014812757,58014.2374012652,55000.7777206859,61556.341637861,49953.9297911165,54498.1161751889,49611.4575206395,42388.2970431045,1.15724036178135,0.840785296989804
"P14824","Anxa6","Annexin A6",0.258110014104372,12,6,24,135461.521422084,139101.789011922,123685.121517843,119675.863594148,124474.820657556,130827.474295955,124494.778357139,128513.62179292,1.08763547508824,0.315354757541487
"P14869","Rplp0","60S acidic ribosomal protein P0",0.750554323725055,6,12,24,352585.630086809,326135.369345281,288110.902826675,346929.823505649,276446.104593804,321566.678971669,299865.364634161,318843.005828777,1.13231241833884,0.612302570412728
"P14873","Map1b","Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1",0.914315937940762,18,12,24,135674.373636309,146442.361292192,142616.547137067,147835.006532836,149761.291870661,172563.749560709,174574.986330696,171860.286845207,1.12002574313978,0.723047731596956
"P14901","Hmox1","Heme oxygenase 1",0.923579946146942,24,6,24,545541.345826922,571956.192746086,597302.459808803,651717.637298701,704292.303438318,997181.519639418,863865.5057269,1005277.27192256,1.32577236194224,0.82939405897729
"P15116","Cdh2","Cadherin-2",0.258110014104372,12,18,24,88160.1369098072,109656.330381489,108471.784942795,98848.8923947143,107565.24947243,109846.744990294,94406.4513606727,104546.011227673,1.1214849510789,0.624501975914217
"P15306","Thbd","Thrombomodulin",0.442350332594235,12,18,24,38304.6192240201,55553.5706974838,52434.4515646992,48930.7978669842,47695.3350539701,50556.091340683,43574.5170880366,46237.6666656013,1.23383393548295,0.388043297555579
"P15307","Rel","Proto-oncogene c-Rel",0.0289634146341463,12,18,24,2087.80096393241,2744.07072999388,2867.28828616795,2377.01919401624,1693.20964874528,2659.57327531828,2572.4826598638,2393.86872156556,1.43870819293452,0.0337751378957597
"P15532","Nme1;Nme2","Nucleoside diphosphate kinase A;Nucleoside diphosphate kinase B",0.739421720733427,6,6,24,351102.482582682,312779.183068972,311303.964586049,371752.012387977,366993.488158383,353992.270865457,366237.565048073,341485.168001188,1.07697467626094,0.728819024541508
"P16045","Lgals1","Galectin-1",0.710920177383592,24,12,24,6019992.19779574,5470643.95522431,5651608.55346357,6292128.00121853,6070434.86487134,6191985.056224,6201392.44679697,6184455.44118041,1.06979167648663,0.65533938462733
"P16056","Met","Hepatocyte growth factor receptor",0.562915742793792,6,12,24,1361.9179411319,1541.19900855013,874.038169909104,1565.05535696448,1246.1690333377,1083.99860987389,1073.71114122406,634.888036562253,1.34781083141379,0.74927597981889
"P16110","Lgals3","Galectin-3",0.51410437235543,24,6,24,99948.8246376641,111198.157084449,121198.316198858,117340.43038254,117279.286100835,140352.608353986,128970.349305782,143479.506470554,1.20067304349514,0.544713382782957
"P16125","Ldhb","L-lactate dehydrogenase B chain",0.750554323725055,6,12,24,316597.8217562,305470.623203623,300357.73056407,269814.990377965,274147.657398695,235440.123999604,245114.17358855,246525.400992073,1.1441008470932,0.784424807168844
"P16254","Srp14","Signal recognition particle 14 kDa protein;Signal recognition particle 14 kDa protein, N-terminally processed",0.917960088691796,6,12,24,50787.5283245579,45932.5846248994,44171.7105869478,43379.8100583515,42555.4942418994,39574.1506322819,36982.363910241,40272.1745296794,1.15019514602056,0.633144339061934
"P16382","Il4r","Interleukin-4 receptor subunit alpha;Soluble interleukin-4 receptor subunit alpha",0.00762195121951219,24,18,24,8760.84396612634,5533.44007325834,2880.4901890683,7842.06922427481,7299.41085475771,6729.9850178496,4124.67355653333,10151.5828815079,2.56862690998201,0.0217158406901577
"P16546-2","Sptan1","Spectrin alpha chain, non-erythrocytic 1",0.0734478935698448,6,18,24,702935.331253669,666164.022150546,603196.181195007,562690.840297812,617924.489720465,637987.553968837,542623.211293535,517222.824732859,1.22311612839589,0.0988085026678819
"P16675","Ctsa","Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain",0.212860310421286,18,18,24,109739.839697652,134019.033525199,156373.445658555,140140.809554798,144200.054633524,138582.934553932,151443.018855706,142750.063696442,1.21216268646951,0.352906148267173
"P16858","Gapdh","Glyceraldehyde-3-phosphate dehydrogenase",0.886212457165894,24,18,24,786622.5829544,796578.729756549,767153.398090744,824154.950536094,867410.319866731,919720.574701544,866500.76992383,934116.498504474,1.07628131061389,0.828082458358425
"P16951","Atf2","Cyclic AMP-dependent transcription factor ATF-2",0.764966740576497,6,6,24,2927.39507528923,2793.34474119583,4050.41600773131,2315.67740048714,4730.14021705867,2124.76282721872,2272.89357070708,4046.60225109887,1.55700850089712,0.699693393712358
"P17047-3","Lamp2","Lysosome-associated membrane glycoprotein 2",0.51410437235543,18,18,24,630701.00435401,801505.084719394,868604.761746682,777202.499594715,810161.484281322,732220.506914349,807146.609137985,847136.191335508,1.16301963865532,0.505596147603035
"P17182","Eno1","Alpha-enolase",0.750554323725055,6,12,24,695932.315950966,649474.36009305,632780.098496677,643083.45882755,618737.999677573,659945.967804382,639440.785749507,695841.226570897,1.05243099054437,0.800322284133629
"P17225","Ptbp1","Polypyrimidine tract-binding protein 1",0.710920177383592,12,12,24,444066.317576856,427271.585033969,410991.739666261,439319.849791689,445810.387357422,464177.398384632,452467.639064638,390485.732508329,1.07428655872346,0.63627111685717
"P17426","Ap2a1","AP-2 complex subunit alpha-1",0.750554323725055,6,12,24,171166.99002316,160742.913808671,154440.315770426,170104.053165009,166368.677461496,165296.524058646,166740.327791407,149538.743079976,1.05597770839784,0.74590159276909
"P17427","Ap2a2","AP-2 complex subunit alpha-2",0.442350332594235,18,18,24,127698.533119313,119158.891442012,142389.742570833,129038.359798066,124623.920831803,124595.54542998,126220.90348296,124070.19528802,1.10197233535837,0.378611039775293
"P17710","Hk2;Hk1","Hexokinase-2;Hexokinase-1",0.442350332594235,12,18,24,44260.5772194644,45514.1216847555,44973.7674440902,44854.5319689676,43331.1616910984,49188.3353887419,38866.5351306148,43516.9230676163,1.12955767292364,0.353157458551211
"P17742","Ppia","Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed",0.258110014104372,24,6,24,1993929.30817375,2201552.35892957,2373605.19000701,2105428.15621854,1986407.64740792,2009530.51469067,2005871.02711522,2250139.16145563,1.10027775688208,0.591917270710505
"P17751","Tpi1","Triosephosphate isomerase",0.917960088691796,24,12,24,715633.427498382,725578.645781002,743158.73328964,699350.577154125,699300.609806935,638236.632670526,650327.140991089,754283.828808912,1.06585871923468,0.824890528958819
"P17809","Slc2a1","Solute carrier family 2, facilitated glucose transporter member 1",1,6,18,24,6160.38578241111,6710.05324520806,5980.80237541392,5875.43749466432,7956.19668913849,6418.49488863084,9193.54838762401,10237.2247145202,1.22729962558876,0.92491669977641
"P17918","Pcna","Proliferating cell nuclear antigen",0.923579946146942,6,6,24,72378.1585845675,60680.2647929222,62536.79519972,57089.3551854091,57359.8160172572,53744.298722311,56855.8411112868,58670.2966922514,1.13382975312423,0.65134392183681
"P18052","Ptpra","Receptor-type tyrosine-protein phosphatase alpha",0.920310296191819,18,18,24,23253.1003842826,24085.6806773348,26111.9199787461,24843.9202745605,24599.3628563618,23692.8521119457,23854.2305088666,23737.659679483,1.04578662362824,0.710542186682355
"P18155","Mthfd2","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",0.886212457165894,12,6,24,7904.85864652177,8670.55211978241,9084.55943329761,8582.31946695922,9633.0321758078,11578.1095683803,7221.89605178591,9867.99046440728,1.24175739520372,0.619073521019704
"P18242","Ctsd","Cathepsin D",1,6,18,24,534905.086125099,529049.932104307,526788.311641685,654427.739468208,689607.365765292,699452.887437509,744969.298473377,629797.937294307,1.0487648980457,0.986701673703804
"P18406","Cyr61","Protein CYR61",0.212860310421286,12,6,24,62862.4784642629,59383.3435256811,49809.1294051266,55977.596914604,54990.5873913752,64041.4755040749,50582.093126593,61362.6297659916,1.22943835045697,0.107753113855375
"P18572","Bsg","Basigin",0.923579946146942,12,6,24,193352.74722878,228591.657997729,234708.174196129,222255.838477076,250161.675851846,266152.742935999,218020.819624922,238636.095847993,1.11550915863629,0.772875265238043
"P18581","Slc7a2","Cationic amino acid transporter 2",0.710920177383592,18,18,24,187607.88558024,185808.006997412,217641.620501445,200255.767213309,209869.108136002,187807.366104118,207763.748327966,154162.478977016,1.20029195280472,0.393902379815847
"P18653","Rps6ka1","Ribosomal protein S6 kinase alpha-1",0.710920177383592,6,12,24,8151.6140436189,7042.41743541738,5042.81748833129,5567.68146902947,4432.63295478937,4429.55082988632,3939.54145088715,5512.66735418619,1.40099578335301,0.75413112133567
"P18654","Rps6ka3","Ribosomal protein S6 kinase alpha-3",0.00762195121951219,12,6,24,18207.5969543122,18416.4493799997,15042.1243968096,16140.1025692103,16152.2012122786,16395.6561644759,13043.5068265574,16056.1513661612,1.23949877670943,0.143496190025347
"P18760","Cfl1","Cofilin-1",0.764966740576497,6,6,24,1366319.7510733,1282655.8656116,1506053.48629636,1364661.29907333,1460325.74613582,1213320.06928817,1156426.73416715,1304091.26841903,1.13248106990368,0.689531557634692
"P19001","Krt19","Keratin, type I cytoskeletal 19",0.710920177383592,6,12,24,75513.9321482987,58610.4424752352,49240.8287412134,39564.4887915198,43483.3634262046,36126.4356439748,34325.8053907976,42034.8578136908,1.45831186798872,0.649573164716565
"P19096","Fasn","Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase",0.212860310421286,12,6,24,916210.074403118,932525.098968316,888846.373088898,922080.357539981,917739.815756257,1000197.19445695,864231.364216293,812613.917165712,1.11415730230226,0.283110538664334
"P19157","Gstp1;Gstp2","Glutathione S-transferase P 1;Glutathione S-transferase P 2",0.914315937940762,24,12,24,153825.185094242,157634.989552222,201308.391256929,154796.658034526,166280.049060418,140132.082576636,139707.277146277,168288.76599592,1.14524304505917,0.855250972888318
"P19253","Rpl13a","60S ribosomal protein L13a",0.750554323725055,6,12,24,194687.393188098,155185.516732089,136884.549061391,163980.048054826,147475.840042279,162554.734561469,149587.383863218,149530.127614141,1.19440403720257,0.550520551198705
"P19324","Serpinh1","Serpin H1",0.764966740576497,12,6,24,1436409.67830704,1403907.594833,1316803.1768213,1484366.6976051,1339289.49951422,1493619.6724681,1347221.75281385,1327977.75001432,1.08765020742427,0.520930972873823
"P19536","Cox5b","Cytochrome c oxidase subunit 5B, mitochondrial",0.710920177383592,6,6,24,34771.7768127421,31555.2441589041,40544.2814853462,31118.3658864252,38779.0406710435,28034.5166357074,32595.9170441871,35975.7237693375,1.2342861676739,0.320452449127314
"P19783","Cox4i1","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",0.258110014104372,6,18,24,92542.6136312262,91163.1976677074,91517.0348632981,89933.3911732082,91511.6397757196,93119.9964052792,87905.1661970515,86495.1743903457,1.04452016307191,0.266478385397174
"P20029","Hspa2;Hspa8;Hspa5;Hspa1l","Heat shock-related 70 kDa protein 2;Heat shock cognate 71 kDa protein;78 kDa glucose-regulated protein;Heat shock 70 kDa protein 1-like",0.662527716186253,24,12,24,3166342.18644258,3599892.09511249,3684708.13583148,3681045.95759859,3706939.62151775,3619739.67485651,3602106.29275617,3799092.22543983,1.08829208404859,0.547430952686141
"P20060","Hexb","Beta-hexosaminidase subunit beta",0.750554323725055,6,12,24,88522.7982296135,81194.3642761285,87300.6771245015,85210.7645248573,84237.6998397467,82251.6598852097,78556.7750418394,78937.1544206728,1.05698807270361,0.687843443171312
"P20108","Prdx3","Thioredoxin-dependent peroxide reductase, mitochondrial",0.258110014104372,6,18,24,15326.8537794204,12072.5512074176,13042.3455270071,12553.9289555651,14668.7367825065,12650.6667582172,10392.9143888528,11966.8820461604,1.27993419614806,0.133405932126821
"P20152","Vim;Krt8;Krt7;Des;Prph","Vimentin;Keratin, type II cytoskeletal 8;Keratin, type II cytoskeletal 7;Desmin;Peripherin",0.212860310421286,12,18,24,3794543.13460071,4048671.21064956,4102433.05225665,4056550.98142512,3909136.52504549,4198413.48983266,3954015.99125815,3973321.14999951,1.07053837449687,0.144372581147289
"P21107-2","Tpm3","Tropomyosin alpha-3 chain",0.0440687361419069,12,12,24,3366.87559044464,3676.72000783968,3224.97734287409,2856.88784613271,3004.09560838327,3504.82083698718,4495.94741242761,2916.2326204059,1.3373919356183,0.263734157983715
"P21126","Ubl4a","Ubiquitin-like protein 4A",0.442350332594235,6,6,24,4782.02993443247,2913.96668369232,3808.54270701575,3145.32268849173,3572.33967746433,2331.21464540785,3388.4590699751,3689.47067918408,1.59277040920338,0.132553189654852
"P21278","Gna11","Guanine nucleotide-binding protein subunit alpha-11",0.442350332594235,6,18,24,29353.8053571762,25533.5624502328,26960.7610792915,26600.2118831712,35240.835490182,33520.3231631655,29407.2758195227,25285.3665778731,1.24494402420233,0.450772212691001
"P21279","Gna11;Gnaq","Guanine nucleotide-binding protein subunit alpha-11;Guanine nucleotide-binding protein G(q) subunit alpha",0.0736953455571227,12,12,24,171654.710191079,173678.85867734,148831.858626735,166496.049380075,164382.725518281,185373.279929882,169433.967803503,141772.618584337,1.16473769773019,0.338812577711234
"P21460","Cst3","Cystatin-C",0.026330376940133,12,18,24,66998.8535689707,93919.6130544356,90768.3425730358,86766.5346505952,89505.1551530763,101117.852765632,94344.8630399545,89539.7159126659,1.24621386642215,0.3053640010668
"P21956-2","Mfge8","Lactadherin",0.764966740576497,12,12,24,73141.4004865652,76531.5363498396,72449.4646204148,71484.9208536253,69159.2624622281,66866.8987441768,72520.0181809823,72118.6286019205,1.01875479563693,0.984465108283009
"P21981","Tgm2","Protein-glutamine gamma-glutamyltransferase 2",0.739421720733427,12,12,24,492433.457515429,394803.254739671,359632.314929142,394456.477097245,357696.516166135,379735.364697124,360942.070896784,344702.531665575,1.17979488364292,0.64940108560095
"P22315","Fech","Ferrochelatase, mitochondrial",0.212860310421286,12,6,24,12162.1831226303,12723.3656950765,12470.6412475024,11947.3267751107,15085.888054442,15288.9772175376,11095.0763165639,12699.6069024956,1.18869042864742,0.464167862679505
"P22366","Myd88","Myeloid differentiation primary response protein MyD88",0.258110014104372,18,6,24,3186.24540952645,4034.81966886786,3922.09969993197,3168.8321037251,3401.40728711566,3352.53857384031,4288.78669728462,3765.88165594356,1.2464054763242,0.272635641016825
"P22437","Ptgs1","Prostaglandin G/H synthase 1",0.923579946146942,18,18,24,27002.063911716,22366.8441506935,23898.5384456107,25490.9230887562,22942.8867775647,26401.5323670686,29799.2014968203,23777.1472312312,1.10107704575471,0.851237140200688
"P22561-2","Wt1","Wilms tumor protein homolog",0.0289634146341463,12,18,24,5440.29338588615,7061.98057786911,7708.46733566981,6067.00959509962,5770.89582033216,6996.0739723376,6900.64549662398,6215.44321023449,1.30308324688614,0.0129092469698622
