"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","FCav","anova_pval"
"P63154","Crnkl1","Crooked neck-like protein 1",0.442350332594235,6,18,24,33482.2417000547,29923.1340766077,27814.2434738253,28588.1403771696,30415.3959171256,29206.8065577249,31240.973988387,28303.13861706,1.12315347355192,0.322107379887951
"P63158","Hmgb1","High mobility group protein B1",0.416574279379157,6,18,24,3169586.15132046,2843836.06109066,2797108.82686733,2881895.54208146,3127543.96834095,2681231.17468772,2944962.58212804,2428972.23198408,1.18570643961653,0.200804649049846
"P63166","Sumo1","Small ubiquitin-related modifier 1",0.739421720733427,12,12,24,88563.3326135424,87302.9816606146,79661.3134993257,81688.20462302,79141.8700029913,81590.9938167035,79750.4503189482,76618.465895033,1.06687845132879,0.544844854987367
"P63242","Eif5a;Eif5a2","Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-2",0.442350332594235,18,18,24,3013012.84707248,3082644.59638773,3730188.69132316,3044122.75579462,3127802.2295957,2999601.54615738,3127413.80599845,3243080.72734219,1.12747862164816,0.416013563955944
"P63260","Actb;Acta2;Actg2;Actg1;Actc1;Acta1","Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed;Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle;Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Actin, alpha cardiac muscle 1;Actin, alpha skeletal muscle",1,6,18,24,62546502.5837879,66929083.048871,67867448.9603557,61542821.5805963,64151818.481026,60515804.9167286,58614777.8509537,64306803.3472412,1.0126759459051,0.997889799975662
"P63276","Rps17","40S ribosomal protein S17",0.0881374722838137,6,18,24,471122.551863408,409028.693158394,429563.104011851,425219.139604446,481749.507219733,442459.963130396,437540.502554357,402984.311874652,1.15052896408654,0.057729646795259
"P63280","Ube2i","SUMO-conjugating enzyme UBC9",0.917960088691796,24,12,24,135370.085565249,132089.919371135,129503.963361035,150327.30088474,108216.83716012,124781.645695714,133814.807677624,130520.820202562,1.15296879629266,0.560228423497562
"P63323","Rps12","40S ribosomal protein S12",0.51410437235543,6,18,24,1815835.53364089,1694993.66954649,1674650.89358393,1621908.25484659,1579592.51763315,1628036.51260751,1500894.98480936,1491258.61238897,1.09066689839505,0.633983700362331
"P63325","Rps10","40S ribosomal protein S10",0.562915742793792,12,12,24,1685532.6943733,1591965.88629104,1515140.10852699,1514458.74910382,1388142.54847201,1533259.63657847,1468933.7670763,1501024.40701816,1.04730165979476,0.918532332483331
"P63328-2","Ppp3ca","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform",0.881513303769401,6,6,24,41546.8095551442,30873.1495664694,26781.29771174,33016.8993351034,31382.0779300554,34994.5450723533,38434.4164195729,35844.4404804084,1.11827169964521,0.899395930877178
"P67778","Phb","Prohibitin",0.662527716186253,12,12,24,800387.83558338,872747.354121549,851060.154771193,799051.43890341,848949.188530184,832749.987185868,795623.902439564,809200.243958349,1.06046669155204,0.517333401808943
"P67984","Rpl22","60S ribosomal protein L22",0.846614950634697,24,12,24,922565.660329335,771365.709918467,740148.493148629,938424.932754289,886471.57723873,891003.521672305,982271.668204991,838537.443605864,1.08822829681282,0.883258693346838
"P68037","Ube2l3","Ubiquitin-conjugating enzyme E2 L3",0.442350332594235,12,6,24,276689.19905385,284586.184018389,219687.915450998,225779.287390414,217837.000655195,222014.174469501,180200.450695073,195521.843243139,1.2668544558329,0.421280375585481
"P68040","Gnb2l1","Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",0.110014104372355,18,18,24,4988848.87646226,4687606.16313215,5514198.03233944,4977438.48308965,4692296.23634152,4499782.72113943,4906785.29347929,5210049.73208821,1.13427040665047,0.214059587983412
"P68181","Prkaca;Prkacb","cAMP-dependent protein kinase catalytic subunit alpha;cAMP-dependent protein kinase catalytic subunit beta",0.914315937940762,6,12,24,25078.3618246571,24860.2555795412,21540.9673792356,22267.960062561,19337.9720475048,19674.8886488759,17696.4080816499,21516.5105349147,1.13501842835571,0.788862798972759
"P68372","Tubb4b;Tubb4a","Tubulin beta-4B chain;Tubulin beta-4A chain",0.473946784922395,18,12,24,21591794.4374032,23638058.6013656,25198544.8619998,23935868.0443577,22430455.1575212,23568597.2879543,21731589.2556004,23378777.4243973,1.07478936001967,0.5613672599344
"P68373","Tuba1c","Tubulin alpha-1C chain",0.0881374722838137,24,6,24,7651413.35756792,7661977.0830005,7901404.09087803,8075788.50056732,7236324.77767304,8035211.8475125,7814955.99491912,7935417.15827881,1.07546260643487,0.178192250832607
"P68510","Ywhah","14-3-3 protein eta",0.750554323725055,12,6,24,299826.486912622,321767.662407528,265470.670751253,281410.663715131,258354.821394306,296991.926253334,274732.55691575,268859.970521127,1.14542001411788,0.27783826277991
"P70122","Sbds","Ribosome maturation protein SBDS",0.0315964523281596,24,6,24,724181.792839075,724742.766058065,749675.522608821,745419.054326918,695011.185793476,737400.938903475,728605.988409777,762525.239836502,1.06253646746222,0.150960354115157
"P70168","Kpnb1","Importin subunit beta-1",0.0315964523281596,6,18,24,585042.168343675,520289.933531069,516490.621099685,496029.498287363,530173.275896639,559368.929701081,524208.119827051,509066.440147864,1.10956118873242,0.256207254670809
"P70180","Npr3","Atrial natriuretic peptide receptor 3",0.914315937940762,18,12,24,10173.0936572566,11223.0714389254,13957.402421787,11112.9400924372,12898.6811985158,12780.3699358044,11920.6902433301,13985.9780038613,1.1216342404036,0.839193880612915
"P70195","Psmb7","Proteasome subunit beta type-7",0.739421720733427,6,18,24,165770.686717529,178780.968075045,162844.44087705,146852.846382981,141981.31235434,140749.716755623,129756.770664818,132215.605410581,1.14499035192641,0.782235704586651
"P70202","Lxn","Latexin",0.0736953455571227,6,12,24,152927.357829937,119994.56193348,106897.664301662,150046.472029662,131726.235291202,132345.335603691,118090.694432922,124985.178272813,1.26519254028135,0.219913587497477
"P70206","Plxna1","Plexin-A1",0.833148558758315,6,6,24,286435.290061603,248028.843104475,254367.354712734,261045.484600639,264237.304096934,250918.441531027,268911.129712725,234162.822907875,1.11200193092292,0.287326159262809
"P70227","Itpr3","Inositol 1,4,5-trisphosphate receptor type 3",0.254573170731707,6,12,24,7983.87267602373,5667.45282983944,5030.2344246294,6159.76312831028,6576.95510051667,5632.72246085321,6150.66312913024,4858.60990613891,1.32150433925369,0.241920436647063
"P70257-1","Nfix","Nuclear factor 1 X-type",0.753526093088858,6,18,24,12175.4455247453,12546.3558713956,12187.5223142099,12375.2376439803,13174.3562446838,11726.5442743466,12390.8174843413,12189.8585072008,1.04436641757766,0.714777022355087
"P70268","Pkn1","Serine/threonine-protein kinase N1",0.416574279379157,18,12,24,8075.86891604669,8898.40519069079,9159.43897631048,7706.64313904391,7678.70229162871,8862.74671394372,8684.68750824752,9039.36726811215,1.1326316818997,0.286852234498699
"P70279","Surf6","Surfeit locus protein 6",0.613540197461213,6,18,24,305141.656072357,288208.399228275,293596.37599366,297128.406798397,302582.282192141,311592.079358894,289872.783508564,261707.862070411,1.0874812035637,0.472022526544122
"P70280","Vamp7","Vesicle-associated membrane protein 7",0.923579946146942,6,6,24,62064.3060102159,56615.9434867742,56623.7866584967,49910.0934242264,52677.3254781974,45390.4420712503,45919.278997227,55727.7048489902,1.12484753636472,0.777969313095994
"P70288","Hdac2","Histone deacetylase 2",0.750554323725055,18,12,24,7877.96025349982,8277.09234031207,10300.5784582588,8977.04057314643,6174.8784539844,8012.43657703722,7691.38079168684,7817.7147255857,1.28030781712193,0.4631359560058
"P70290","Mpp1","55 kDa erythrocyte membrane protein",0.739421720733427,24,12,24,9153.97145191789,9557.34832096194,10822.1361347154,9925.07255929049,11261.1090465175,10233.7528391874,10865.1985978773,12884.5624922814,1.15251975456022,0.692816234734299
"P70296","Pebp1","Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide",0.920310296191819,12,6,24,728864.074566051,811476.010425674,745509.806544431,733331.06617663,773174.158138815,731925.966287025,717584.432577408,718663.082745031,1.06295330312379,0.582002811221528
"P70297","Stam2;Stam","Signal transducing adapter molecule 2;Signal transducing adapter molecule 1",0.100846262341326,6,18,24,131863.767958201,105989.339637007,103137.803611591,101138.887240745,101913.997661764,106766.674215741,88688.0996929175,80714.6070746887,1.28552803728075,0.363827999532029
"P70318","Tia1;Tial1","Nucleolysin TIA-1;Nucleolysin TIAR",0.026330376940133,12,6,24,42944.9656090974,43542.1150793272,30890.3899894713,32280.0075803094,34405.6665885291,35364.1130646977,32717.0743964196,33487.4951838541,1.24051837163827,0.272313594733149
"P70335","Rock1;Rock2","Rho-associated protein kinase 1;Rho-associated protein kinase 2",0.917960088691796,6,12,24,131994.150446599,118253.337639541,111987.10100961,130935.293026043,126394.756137797,134921.376387589,126899.017511971,119839.591302281,1.08164052471326,0.743736066493708
"P70336","Rock2","Rho-associated protein kinase 2",0.212860310421286,6,18,24,59023.2932435684,46368.4137770594,42552.724103927,39408.6944650237,43215.7455074073,38920.4709176036,38738.1358730102,37815.5359855947,1.32392434543395,0.32721549471265
"P70340","Smad1;Smad5","Mothers against decapentaplegic homolog 1;Mothers against decapentaplegic homolog 5",0.51410437235543,12,6,24,86089.3342359095,86382.2585765629,82123.365250373,76702.3317914887,74827.7547927518,80690.8679394591,72138.4643073228,72392.8875976988,1.12058003737803,0.521961653242561
"P70349","Hint1","Histidine triad nucleotide-binding protein 1",0.0736953455571227,6,12,24,166254.484203132,131172.439374869,93772.7037416612,124928.834992028,131765.221391383,150314.946409535,124373.529219033,141273.12669599,1.36614646766883,0.283313404187551
"P70372","Elavl1","ELAV-like protein 1",0.416574279379157,6,12,24,368725.973460747,382902.691800652,356269.852144345,360243.363398797,365276.193763304,337346.21972973,317050.984333104,348702.261679924,1.09012246088219,0.58467035572192
"P70380","Il18","Interleukin-18",0.442350332594235,18,6,24,21722.0401175856,28688.8776346531,28237.4263457011,17523.8983591444,19163.5742260289,17145.6260601733,21884.7810339782,15956.5606837002,1.49705854736156,0.399523395713804
"P70398","Usp9x","Probable ubiquitin carboxyl-terminal hydrolase FAF-X",0.613540197461213,6,18,24,198776.976296612,166719.087672601,143430.526962766,140863.082009363,140496.635023674,142031.054548258,129293.71093602,139635.059971392,1.24401708456216,0.521892289899185
"P70441","Slc9a3r1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1",0.0315964523281596,6,18,24,5555965.26455684,5095052.33406665,4683769.5020013,4561947.32219485,4782219.43511505,4644136.00932462,4566503.69939359,4205699.68941974,1.17912875438265,0.253392075828971
"P70444","Bid","BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11",0.0736953455571227,18,12,24,409201.143566121,474451.189220497,519904.344398088,468389.538064921,514802.789310876,516021.206362749,530264.427078837,519108.483535172,1.13654145194718,0.60606790263912
"P70452","Stx4","Syntaxin-4",0.0881374722838137,18,18,24,47304.7468114041,46263.1703476132,48794.4393993956,47595.7001514621,53405.7591011328,44394.7347735201,54572.20859345,47914.2978563225,1.14018350473388,0.282880122669838
"P70670","Naca","Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",0.254573170731707,18,12,24,1330443.0854083,1455394.22883096,1495372.32173105,1503841.97620767,1391108.0911591,1593164.07684989,1477255.07431372,1474209.7952544,1.12015468675694,0.119088315665192
"P70677","Casp3","Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12",0.258110014104372,6,18,24,7540.26400471704,6941.82940618028,6417.81630337515,6466.4325843335,7396.6595157645,4518.8546570775,5007.65365386411,4177.68040988897,1.40330373499315,0.505519677488244
"P70698","Ctps1","CTP synthase 1",0.833148558758315,24,18,24,1642895.0055456,1634891.71007527,1580119.97774233,1670942.45462898,1581924.95204404,1682990.36180559,1624345.51529048,1656542.79621364,1.03839010221121,0.267030835019072
"P70699","Gaa","Lysosomal alpha-glucosidase",0.421808885754584,18,18,24,1084838.15499604,1166479.56877546,1230596.1948402,1194251.32717312,1249966.45276688,1210285.35918774,1319568.50502551,1442178.31379682,1.12918641337445,0.543137713564769
"P80313","Cct7","T-complex protein 1 subunit eta",0.920310296191819,6,18,24,2697987.27374729,2609033.08444136,2562100.31969421,2494809.46421799,2464271.4966584,2493565.28731119,2390265.52668365,2371869.05775787,1.06073551953249,0.620994371540949
"P80314","Cct2","T-complex protein 1 subunit beta",0.0734478935698448,6,18,24,2141757.92617086,1916869.09150907,1716023.87295391,1850808.64430106,1869638.29949745,1985992.77988401,1863224.85810445,1704309.60550006,1.12834396602496,0.292782503691536
"P80315","Cct4","T-complex protein 1 subunit delta",0.914315937940762,18,12,24,994982.578751069,1012551.87841043,1039272.39243281,970805.171442318,893440.55923551,903134.049325461,910645.093710851,930920.447861524,1.03256386077892,0.976108926199462
"P80316","Cct5","T-complex protein 1 subunit epsilon",0.923579946146942,6,6,24,1887600.70773559,1629221.32800485,1809099.35119864,1822582.62794173,1766796.34601561,1803403.41007728,1784874.50949077,1740538.97268621,1.06460721243679,0.60842517187397
"P80317","Cct6a","T-complex protein 1 subunit zeta",0.314174894217207,6,18,24,1877280.78434337,1655316.04925781,1473438.28832093,1535332.83791277,1493851.27985382,1512634.40130599,1468560.4739312,1450128.33746203,1.14586454197437,0.519992081562345
"P80318","Cct3","T-complex protein 1 subunit gamma",0.212860310421286,12,18,24,373203.902118515,432573.196638387,419779.462564034,404404.318228852,406872.092798929,424208.974392846,402791.564289474,407840.870479402,1.09833167103406,0.195918350244296
"P81117","Nucb2","Nucleobindin-2;Nesfatin-1",0.0736953455571227,6,12,24,66204.1368112495,58223.3642556021,48849.2066684587,62737.8082882046,60837.8959680619,55546.9805129139,56013.2467980335,56555.4049596601,1.21151116133199,0.17851963045113
"P83741","Wnk1;Wnk3","Serine/threonine-protein kinase WNK1;Serine/threonine-protein kinase WNK3",0.753526093088858,6,18,24,183925.616991893,153267.230306602,148122.5967074,172542.848780398,152464.778655916,181343.308038349,181926.327999038,160998.317779496,1.01921373004627,0.998168319964353
"P83870","Phf5a","PHD finger-like domain-containing protein 5A",0.314174894217207,6,18,24,81857.040208863,62961.933974057,58484.6361282464,63271.1460431187,58645.4909654449,67325.4668091982,58282.1017903328,48852.3579817483,1.2531050683463,0.521791316384234
"P83887","Tubg1;Tubg2","Tubulin gamma-1 chain;Tubulin gamma-2 chain",0.442350332594235,12,18,24,76070.3366156213,87008.3837507533,80353.1757231967,87043.1160062819,83296.142202489,94195.7936432681,88730.5965520718,85174.3414256362,1.13702818019111,0.283057505498204
"P83917","Cbx1","Chromobox protein homolog 1",0.258110014104372,6,18,24,55906.6287465466,48753.0248414696,41994.4280070556,47687.5646731723,47472.0746536009,44246.9075765823,42624.4415176134,41848.5996475227,1.22169799692265,0.246687002978353
"P83940","Tceb1","Transcription elongation factor B polypeptide 1",1,6,18,24,42710.5386421353,35321.4106201995,48817.1301700056,43883.5832419238,42732.2312293861,59220.9926143415,39460.582478633,41730.6498176255,1.10649974686802,0.982518545546986
"P84084","Arf5","ADP-ribosylation factor 5",0.750554323725055,12,12,24,40109.4266780341,53233.7167730608,50784.0074224237,51218.9159109582,39907.9048607258,43215.1547431604,39432.1288580329,37678.303922636,1.2053497618763,0.735222768666409
